can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,100.0,100.0,543968,0,0,0,0,76.7,30,"[{'offset': 0, 'projected_percent': '76.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '77.4', 'likelihood': 3}, {'offset': 2, 'projected_percent': '77.8', 'likelihood': 3}]",,False,1,4,5.2,5.2,2,Emersonn,5.2,316,False,,2026-08-31T09:30:08.306145Z,55,543968.jpg,5.2,False,Correia da Silva,3.4,False,,a,12,40,26,305763,22065,133630,14356,0.9,4.7,Emersonn,Emersonn,30.0,2026-07-08,2004-07-16,False,p543968,317,2,1,0,6,0,0,0,0,0,0,6,110,98.8,50.4,104.0,25.3,3,4,3,10,5,1.61,0.12,1.73,4.29,,,,,2.0,,[],,80,6,117,10,32,13,52,9,0.46,0.0,0.03,0.49,1.22,1.7,159,39,40,5,54,5,95,13,1.42,0.0,2.84
True,False,0.0,0.0,222625,0,0,0,0,0.0,-6,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,George,0.0,317,False,Has joined Stoke City permanently,2026-08-21T13:06:08.606019Z,50,222625.jpg,0.0,False,Hirst,0.1,False,,u,12,40,0,0,0,16900,270,0.0,0.0,Hirst,,243.0,2023-07-13,1999-02-15,False,p222625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,592,59,594,63,568,58,598,63,0.0,0.0,0.0,0.0,0.0,0.0,269,53,601,64,601,64,444,64,0.0,0.0,0.0
True,True,100.0,100.0,481624,0,0,-1,1,-4.9,-3,"[{'offset': 0, 'projected_percent': '-8.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-15.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-22.2', 'likelihood': -2}]",,False,0,3,0.4,0.4,1,Jaden,0.4,318,False,,2026-08-25T11:30:07.532993Z,54,481624.jpg,1.0,False,Philogene,0.1,False,,a,12,40,2,285,17,9212,88,0.1,0.4,Philogene,,241.0,2025-01-15,2002-02-08,False,p481624,52,0,0,0,1,0,0,0,0,0,0,0,11,4.8,4.6,13.0,2.2,0,4,0,4,0,0.08,0.01,0.08,0.97,5.0,,,,3.0,,[],,362,168,309,159,235,122,344,162,0.14,0.0,0.02,0.16,1.68,1.73,200,125,366,174,378,176,451,176,0.0,0.0,6.92
True,False,0.0,0.0,172453,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Sam,0.0,319,False,Has joined Derby County on loan for the rest of the season,2026-08-17T13:51:41.713979Z,50,172453.jpg,0.0,False,Szmodics,0.0,False,,u,12,40,0,0,0,750,3,0.0,0.0,Szmodics,,104.0,2024-08-16,1995-09-24,False,p172453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,587,250,587,255,561,238,593,252,0.0,0.0,0.0,0.0,0.0,0.0,251,157,596,255,596,255,648,284,0.0,0.0,0.0
True,True,,,147675,0,0,0,0,23.0,-60,"[{'offset': 0, 'projected_percent': '22.6', 'likelihood': 2}, {'offset': 1, 'projected_percent': '21.8', 'likelihood': 2}, {'offset': 2, 'projected_percent': '21.0', 'likelihood': 2}]",,False,0,4,1.4,1.4,1,Chuba,1.4,320,False,,,50,147675.jpg,2.3,False,Akpom,1.2,False,,a,12,40,7,129262,3306,70599,6166,0.3,1.4,Akpom,,241.0,2026-07-01,1995-10-09,False,p147675,78,1,0,0,4,0,0,0,0,0,0,0,36,34.6,2.5,24.0,6.1,0,2,1,3,0,1.14,0.00,1.14,4.20,,,,,,,[],,238,20,326,42,170,29,267,28,1.32,0.0,0.0,1.32,4.85,4.62,246,51,244,25,203,21,165,26,0.0,0.0,3.46
True,True,,,557012,0,0,0,0,37.3,-48,"[{'offset': 0, 'projected_percent': '37.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '36.3', 'likelihood': 2}, {'offset': 2, 'projected_percent': '35.7', 'likelihood': 2}]",,False,0,4,0.2,0.2,0,Sindre,0.2,321,False,,,45,557012.jpg,1.0,False,Walle Egeli,3.6,False,,a,12,40,1,323426,10805,200888,16401,0.0,0.2,Walle Egeli,,161.0,2025-08-29,2006-06-21,False,p557012,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.03,,,,,,,[],,520,50,390,49,474,49,525,54,0.0,0.0,0.0,0.0,0.27,0.0,510,71,390,47,321,36,92,12,0.0,0.0,0.0
True,False,0.0,0.0,462387,0,0,0,0,0.0,-3,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Ali,0.0,322,False,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-27T14:54:10.215357Z,50,462387.jpg,0.0,False,Al-Hamadi,0.1,False,,u,12,40,0,755,0,9763,218,0.0,0.0,Al-Hamadi,Ali Al Hamadi,103.0,2024-01-29,2002-03-01,False,p462387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,596,61,601,65,576,60,602,65,0.0,0.0,0.0,0.0,0.0,0.0,285,56,605,66,605,66,493,69,0.0,0.0,0.0
True,True,,,461587,0,0,0,0,-99.2,-28,"[{'offset': 0, 'projected_percent': '-101.2', 'likelihood': -5}, {'offset': 1, 'projected_percent': '-105.1', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-109.0', 'likelihood': -5}]",,False,0,3,0.6,0.6,0,Kasey,0.6,323,False,,,45,461587.jpg,1.0,False,McAteer,1.0,False,,a,12,40,3,27055,311,59904,4057,0.1,0.7,McAteer,,104.0,2025-08-22,2001-11-22,False,p461587,42,0,0,0,0,0,0,0,0,0,0,0,12,4.6,1.8,7.0,1.4,0,4,1,5,0,0.05,0.00,0.05,0.21,,,,,,,[],,363,169,337,169,275,141,366,175,0.11,0.0,0.0,0.11,0.45,0.0,481,261,314,144,319,138,174,55,0.0,0.0,10.71
True,True,,,232457,-1,1,-2,2,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Anis,0.0,324,False,,,48,232457.jpg,0.0,False,Mehmeti,0.0,False,,a,12,40,0,367,41,2408,77,0.0,0.0,Mehmeti,,2.0,2026-01-23,2001-01-09,False,p232457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,553,225,549,231,511,204,558,226,0.0,0.0,0.0,0.0,0.0,0.0,413,252,565,233,565,233,530,213,0.0,0.0,0.0
True,False,0.0,0.0,546600,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,0.0,0.0,0,Kayne,0.0,554,False,Has joined Valencia on loan for the rest of the season,2026-08-25T14:04:09.529320Z,45,546600.jpg,0.0,False,van Oevelen,0.0,False,,u,12,40,0,54,0,1923,49,0.0,0.0,Van Oevelen,,152.0,2026-07-21,2003-08-07,False,p546600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,514,66,511,53,468,51,519,66,0.0,0.0,0.0,0.0,0.0,0.0,503,44,528,66,528,66,578,70,0.0,0.0,0.0
True,True,,,442967,-1,1,-2,2,-4.7,-8,"[{'offset': 0, 'projected_percent': '-6.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-9.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.2', 'likelihood': -1}]",,False,0,3,1.6,1.6,1,Daizen,1.6,562,False,,,53,442967.jpg,1.6,False,Maeda,0.2,False,,a,12,40,8,2799,71,19724,954,0.3,1.5,Maeda,,108.0,2026-07-25,1997-10-20,False,p442967,259,0,0,0,8,0,0,0,0,0,0,0,32,31.0,5.5,47.0,8.1,8,4,8,20,3,0.71,0.02,0.73,6.05,,,,,,,[],,251,103,300,151,102,57,236,107,0.25,0.0,0.01,0.26,2.1,2.78,224,142,226,104,267,119,318,113,1.04,0.0,6.95
True,True,,,240514,0,0,0,0,-26.9,-10,"[{'offset': 0, 'projected_percent': '-28.2', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-30.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-33.2', 'likelihood': -2}]",,False,0,1,1.4,1.4,0,Kjell,1.4,564,False,,,45,240514.jpg,1.8,False,Scherpen,0.6,False,,a,12,40,7,14898,331,22188,1611,0.3,1.6,Scherpen,,152.0,2026-07-28,2000-01-23,False,p240514,360,0,0,0,10,0,0,0,0,0,15,0,40,103.6,0.0,0.0,10.3,8,39,0,0,4,0.00,0.01,0.01,6.74,,,,,,,[],,75,14,489,47,440,42,205,14,0.0,3.75,0.0,0.0,1.68,2.5,464,35,240,20,249,21,239,35,1.0,0.0,0.0
True,True,100.0,100.0,216055,-1,1,-2,2,-0.6,-2,"[{'offset': 0, 'projected_percent': '-1.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-6.9', 'likelihood': -1}]",,False,0,3,0.4,0.4,1,Florentino Ibrain,0.4,571,False,,2026-08-25T11:30:07.678802Z,48,216055.jpg,1.0,False,Morris Luís,0.1,False,,a,12,40,2,987,42,6925,194,0.1,0.4,Florentino,Florentino,173.0,2026-08-04,1999-08-19,False,p216055,30,0,0,0,0,0,0,0,0,0,0,0,9,9.0,22.3,2.0,3.2,1,0,1,2,0,0.00,0.01,0.01,0.75,,,,,,,[],,331,151,213,118,323,160,317,145,0.0,0.0,0.03,0.03,2.25,0.0,412,251,349,164,327,141,442,170,0.0,0.0,6.0
True,True,100.0,100.0,474120,0,0,0,0,8.3,-23,"[{'offset': 0, 'projected_percent': '8.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '7.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '7.5', 'likelihood': 1}]",,False,0,3,3.0,3.0,2,Julio,3.0,591,False,,2026-08-22T18:00:07.551930Z,55,474120.jpg,3.0,False,Enciso,0.8,False,,a,12,40,15,92759,1196,50398,4109,0.5,2.7,Enciso,,168.0,2026-08-17,2004-01-23,False,p474120,413,0,2,0,11,0,0,0,1,0,0,0,83,60.2,75.6,100.0,23.6,5,24,2,31,5,1.26,0.89,2.15,8.47,,,,,,,[],,164,63,66,54,35,20,59,39,0.27,0.0,0.19,0.46,1.85,2.4,150,92,119,53,152,63,201,63,1.09,0.0,6.76
True,True,,,572584,0,0,0,0,-27.0,-1,"[{'offset': 0, 'projected_percent': '-27.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-27.2', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-27.3', 'likelihood': -2}]",,False,0,2,1.2,1.2,2,Abdoul,1.2,592,False,,,40,572584.jpg,1.2,False,Ouattara,0.9,False,,a,12,40,6,13207,422,25364,1228,0.3,1.5,Ouattara,,54.0,2026-08-17,2005-10-22,False,p572584,131,0,0,0,2,0,0,0,0,0,0,0,29,31.6,36.2,9.0,7.6,7,14,4,11,1,0.02,0.03,0.05,3.13,,,,,,,[],,249,104,167,47,260,90,240,90,0.01,0.0,0.02,0.03,2.15,1.37,647,198,256,92,289,100,196,74,0.69,0.0,7.56
True,False,0.0,0.0,524180,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Cameron,0.0,602,False,Has joined Huddersfield Town on loan for the rest of the season,2026-09-02T16:04:17.524642Z,45,524180.jpg,0.0,False,Humphreys,0.0,False,,u,12,40,0,2861,0,3144,150,0.0,0.0,Humphreys,,241.0,2021-08-09,2003-10-30,False,p524180,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,512,204,509,210,466,182,517,205,0.0,0.0,0.0,0.0,0.0,0.0,501,266,526,212,526,212,565,235,0.0,0.0,0.0
True,True,,,218543,0,0,0,0,1.0,-4,"[{'offset': 0, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.9', 'likelihood': 1}]",,False,0,3,2.8,2.8,2,Exequiel,2.8,619,False,,,50,218543.jpg,2.8,False,Palacios,0.1,False,,a,12,40,11,8833,345,3090,480,0.6,2.2,Palacios,,10.0,2026-08-27,1998-10-05,False,p218543,275,0,0,0,7,0,0,0,0,0,0,0,64,55.4,46.6,4.0,10.6,12,23,9,44,3,0.00,0.09,0.09,5.30,,,,,,,[],,175,70,133,85,307,157,201,97,0.0,0.0,0.03,0.03,1.73,2.29,263,164,132,59,164,68,471,184,0.98,0.0,14.4
True,True,,,431639,0,0,0,0,0.4,-5,"[{'offset': 0, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.3', 'likelihood': 1}]",,False,0,4,2.0,2.0,0,Zian,2.0,640,False,,,55,431639.jpg,2.0,False,Flemming,0.1,False,,a,12,40,6,8892,530,2846,624,0.4,1.1,Flemming,,152.0,2026-09-01,1998-08-01,False,p431639,60,1,0,0,1,0,0,0,1,0,0,0,34,38.2,12.1,55.0,10.5,1,3,1,5,0,0.64,0.01,0.65,0.63,,,,,,,[],,224,19,264,32,86,21,203,22,0.96,0.0,0.02,0.98,0.94,1.5,141,37,194,17,237,24,463,66,0.0,0.0,7.5
True,True,0.0,0.0,153682,0,0,-3,3,-38.7,-304,"[{'offset': 0, 'projected_percent': '-43.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-52.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-60.7', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Harry,1.0,260,False,Thigh injury - Unknown return date,2026-09-18T13:30:09.626858Z,62,153682.jpg,1.2,False,Wilson,1.8,False,,i,13,2,5,29008,37,443970,27268,0.2,0.8,Wilson,,244.0,2026-07-08,1997-03-22,False,p153682,145,0,0,1,1,0,0,0,1,0,0,0,19,19.2,52.4,12.0,8.5,3,4,4,11,1,0.01,0.09,0.10,3.28,2.0,,2.0,,,,[],,287,123,111,73,242,127,229,106,0.01,0.0,0.06,0.07,2.04,0.62,54,38,283,131,295,135,134,41,0.62,0.62,6.83
True,False,0.0,0.0,201595,0,0,0,0,0.0,-8,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,0.0,0.0,0,Lucas Estella,0.0,326,False,Has joined Torino on loan for the rest of the season,2026-09-01T13:12:39.210133Z,45,201595.jpg,0.0,False,Perri,0.3,False,,u,13,2,0,532,0,25891,691,0.0,0.0,Perri,Lucas Perri,30.0,2025-07-26,1997-12-10,False,p201595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,487,59,482,44,432,39,492,59,0.0,0.0,0.0,0.0,0.0,0.0,451,32,501,59,501,59,281,38,0.0,0.0,0.0
True,True,,,434752,0,0,0,0,5.3,-39,"[{'offset': 0, 'projected_percent': '5.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.0', 'likelihood': 1}]",,False,0,2,2.4,2.4,0,Jaka,2.4,327,False,,,50,434752.jpg,4.0,False,Bijol,0.7,False,,a,13,2,12,68775,473,57007,3392,0.5,2.4,Bijol,,195.0,2025-06-23,1999-02-05,False,p434752,164,0,0,1,2,0,0,0,0,0,0,2,29,38.2,0.6,15.0,5.4,18,7,3,21,2,0.11,0.00,0.11,3.16,,,,,,,[],,223,90,369,137,220,71,285,107,0.06,0.0,0.0,0.06,1.73,1.1,280,44,162,62,92,39,214,83,1.1,0.55,11.52
True,True,0.0,0.0,214225,-1,1,-2,2,-3.4,-28,"[{'offset': 0, 'projected_percent': '-3.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-5.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-6.0', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Joe,1.4,329,False,Hamstring injury - Expected back 21 Nov,2026-08-30T16:00:08.564382Z,43,214225.jpg,3.5,False,Rodon,0.8,False,,i,13,2,7,26918,24,293916,5911,0.3,1.6,Rodon,,244.0,2024-07-02,1997-10-22,False,p214225,123,0,0,1,0,0,0,0,0,0,0,0,25,23.0,14.7,7.0,4.5,10,2,1,11,2,0.03,0.06,0.09,1.01,,,,,,,[],https://www.leedsunited.com/en/news/daniel-farke-provides-fitness-update-ahead-of-brighton-clash-a,274,112,241,84,274,96,299,112,0.02,0.0,0.04,0.06,0.74,0.0,581,156,237,85,116,46,202,78,1.46,0.73,8.05
True,True,,,226182,0,0,1,-1,39.3,518,"[{'offset': 0, 'projected_percent': '43.0', 'likelihood': 3}, {'offset': 1, 'projected_percent': '50.2', 'likelihood': 3}, {'offset': 2, 'projected_percent': '57.3', 'likelihood': 3}]",,False,2,2,8.4,8.4,5,Jayden,8.4,330,True,,,46,226182.jpg,8.4,False,Bogle,6.6,False,,a,13,2,42,598753,72180,71645,12437,1.8,9.1,Bogle,,241.0,2024-07-20,2000-07-27,False,p226182,365,2,0,4,1,0,0,0,2,0,0,6,122,108.8,34.6,119.0,26.2,11,11,5,16,5,1.38,0.08,1.46,2.89,,,,,,,[],,59,25,171,51,23,1,46,5,0.34,0.0,0.02,0.36,0.71,0.25,425,82,3,2,4,2,59,24,1.23,0.99,3.95
True,True,100.0,100.0,243526,0,0,0,0,0.8,0,"[{'offset': 0, 'projected_percent': '0.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.8', 'likelihood': 1}]",,False,0,2,2.8,2.8,6,Gabriel,2.8,331,False,,2026-08-08T20:00:07.546568Z,45,243526.jpg,4.7,False,Gudmundsson,0.1,False,,a,13,2,14,3858,260,2572,142,0.6,3.1,Gudmundsson,,206.0,2025-07-08,1999-04-29,False,p243526,252,0,0,2,1,0,0,0,0,0,0,0,62,38.6,29.5,8.0,7.7,5,12,9,14,3,0.00,0.21,0.21,3.83,,,,,,,[],,222,89,188,59,268,94,238,88,0.0,0.0,0.08,0.08,1.37,0.36,467,107,128,47,69,31,467,167,1.07,0.71,5.0
True,True,,,220627,0,0,0,0,16.7,14,"[{'offset': 0, 'projected_percent': '16.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '17.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '17.2', 'likelihood': 1}]",,False,0,2,5.2,5.2,8,James,5.2,332,False,,,45,220627.jpg,5.2,False,Justin,1.5,False,,a,13,2,26,119411,2139,68369,3456,1.2,5.8,Justin,,241.0,2025-08-25,1998-02-23,False,p220627,450,0,0,2,3,0,0,0,0,0,0,4,91,103.6,56.1,41.0,20.0,28,14,16,44,5,0.22,0.42,0.64,6.46,,,,,,,[],,74,34,102,25,118,29,88,27,0.04,0.0,0.08,0.12,1.29,0.6,457,101,39,15,52,21,152,61,1.0,0.4,8.8
True,False,0.0,0.0,437738,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,2,0.0,0.0,0,Sebastiaan,0.0,333,False,Has joined Hamburg SV on loan for the rest of the season,2026-08-19T13:56:14.645970Z,45,437738.jpg,0.0,False,Bornauw,0.0,False,,u,13,2,0,0,0,298,4,0.0,0.0,Bornauw,,21.0,2025-07-01,1999-03-22,False,p437738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,498,193,494,192,447,184,503,193,0.0,0.0,0.0,0.0,0.0,0.0,475,114,512,193,512,193,653,216,0.0,0.0,0.0
True,True,,,522047,0,0,0,0,35.4,9,"[{'offset': 0, 'projected_percent': '35.5', 'likelihood': 2}, {'offset': 1, 'projected_percent': '35.6', 'likelihood': 2}, {'offset': 2, 'projected_percent': '35.7', 'likelihood': 2}]",,False,0,2,5.4,5.4,6,Tarik,5.4,334,False,,,50,522047.jpg,5.4,False,Muharemović,4.3,False,,a,13,2,27,285032,13747,159939,11055,1.1,5.4,Muharemović,,27.0,2026-07-17,2003-02-28,False,p522047,450,0,1,2,3,0,0,0,0,0,0,0,101,147.4,13.6,41.0,20.2,53,16,5,58,5,0.49,0.05,0.54,6.46,,,,,,,[],,19,4,255,92,119,30,86,25,0.1,0.0,0.01,0.11,1.29,0.6,316,54,33,11,47,18,79,31,1.0,0.4,11.6
True,True,,,466525,0,0,0,0,16.6,-82,"[{'offset': 0, 'projected_percent': '16.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '14.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '13.8', 'likelihood': 1}]",,False,1,3,5.4,5.4,5,Anton,5.4,335,False,,,60,466525.jpg,5.4,False,Stach,2.5,False,,a,13,2,27,200165,2822,157568,12835,0.9,4.5,Stach,,80.0,2025-07-22,1998-11-15,False,p466525,447,1,0,3,2,0,0,0,0,0,0,3,86,116.4,93.3,55.0,26.5,27,21,13,61,5,0.97,0.31,1.28,6.17,1.0,,1.0,,,,[],,47,17,45,38,87,52,45,34,0.2,0.0,0.06,0.26,1.24,0.4,72,49,36,16,50,23,114,34,1.01,0.6,12.28
True,True,,,435997,0,0,-2,2,1.5,-12,"[{'offset': 0, 'projected_percent': '1.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.1', 'likelihood': 1}]",,False,0,3,3.6,3.6,3,Noah,3.6,336,False,,,58,435997.jpg,3.6,False,Okafor,0.4,False,,a,13,2,18,26140,1033,33843,2057,0.6,3.1,Okafor,,207.0,2025-08-21,2000-05-24,False,p435997,299,1,0,3,1,0,0,0,0,0,0,1,82,67.0,41.4,40.0,14.8,3,8,7,18,4,0.17,0.27,0.44,2.37,,,,,,,[],,140,47,152,97,124,69,148,75,0.05,0.0,0.08,0.13,0.71,0.3,102,65,93,38,113,45,266,88,1.2,0.9,5.42
True,True,,,427637,-1,1,-2,2,-1.3,-14,"[{'offset': 0, 'projected_percent': '-2.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-7.2', 'likelihood': -1}]",,False,0,3,1.4,1.4,1,Brenden,1.4,337,False,,,53,427637.jpg,1.4,False,Aaronson,0.5,False,,a,13,2,7,6678,115,46879,2150,0.3,1.3,Aaronson,,229.0,2022-07-01,2000-10-22,False,p427637,194,0,0,1,3,0,0,0,0,0,0,0,36,11.8,3.7,9.0,2.5,1,11,3,15,2,0.01,0.02,0.03,3.78,,,4.0,,,,[],,313,139,318,161,263,135,337,158,0.0,0.0,0.01,0.01,1.75,1.39,222,140,246,112,277,124,252,82,0.93,0.46,6.96
True,True,,,199598,0,0,-1,1,-22.5,-18,"[{'offset': 0, 'projected_percent': '-24.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-26.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-29.4', 'likelihood': -2}]",,False,0,3,4.2,4.2,5,Ethan,4.2,338,False,,,54,199598.jpg,4.2,False,Ampadu,0.9,False,,a,13,2,21,17216,783,58699,3020,0.8,3.9,Ampadu,,244.0,2023-07-19,2000-09-14,False,p199598,450,0,1,2,3,0,0,0,0,0,0,0,87,88.6,67.1,5.0,16.1,24,24,12,60,5,0.08,0.26,0.34,6.46,,,,,,,[],,100,28,85,62,295,153,122,64,0.02,0.0,0.05,0.07,1.29,0.6,177,112,72,28,82,34,190,61,1.0,0.4,12.0
True,True,,,180135,0,0,-1,1,-76.7,-7,"[{'offset': 0, 'projected_percent': '-82.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-94.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-106.0', 'likelihood': -5}]",,False,0,3,0.4,0.4,0,Sean,0.4,339,False,,,49,180135.jpg,1.0,False,Longstaff,0.1,False,,a,13,2,2,2453,80,7860,376,0.1,0.4,Longstaff,,241.0,2025-07-18,1997-10-30,False,p180135,10,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.2,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.35,3.0,,3.0,,,,[],,561,230,387,194,522,210,566,231,0.0,0.0,0.0,0.0,3.15,9.0,352,211,354,166,332,143,436,165,0.0,0.0,0.0
