first_name,second_name,web_name,status,news,news_added,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,cost_change_start,cost_change_event,transfers_in_event,transfers_out_event,selected_by_percent,team,element_type,assists,birth_date,bonus,bps,can_select,can_transact,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_out,value_form,value_season,yellow_cards
Andreas,Hoelgebaum Pereira,Andreas,a,,,,,54,-1,-1,916,7779,0.3,10,3,0,1996-01-01,0,0,True,True,0,0.0,0,156689,1.0,,1,1,0.0,622,265,0,0.0,1.0,,0,2.0,2.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,626,266,0,0.0,0,False,0.0,628,265,327,False,0.0,618,261,0,211,133,p156689,0,0,2.0,0,,156689.jpg,0.0,626,266,0,0,30.0,False,0,0.0,311,102,False,,0,0.0,0,54,2022-07-11,0.0,603,253,0,916,7779,0.0,0.0,0
Ryan,Sessegnon,Sessegnon,d,Muscle injury - 75% chance of playing,2025-08-10T22:30:04.948639Z,75.0,75.0,55,0,0,43,805,0.0,10,3,0,2000-05-18,0,0,True,True,0,0.0,0,184349,,,0,0,0.0,639,275,0,0.0,,,0,1.5,1.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,639,275,0,0.0,0,False,0.0,642,275,328,False,0.0,632,271,0,138,89,p184349,0,0,,0,,184349.jpg,0.0,639,275,0,0,241.0,False,0,0.0,636,273,False,,0,0.0,0,54,2024-07-26,0.0,623,265,0,43,805,0.0,0.0,0
Harry,Wilson,Wilson,a,,,,,55,0,0,5783,14360,0.9,10,3,1,1997-03-22,0,16,True,True,0,0.0,1,153682,3.0,,0,0,5.4,122,77,6,6.0,3.0,,0,2.0,2.0,5,0.02,0.02,0.09,0.09,0.07,1.48,1.48,0.07,5.0,70,20,1,1.0,0,False,2.1,171,83,329,False,3.0,232,106,90,128,83,p153682,0,0,,0,,153682.jpg,5.0,70,20,4,0,244.0,False,0,0.0,190,61,False,,1,1.0,1,54,2021-07-24,13.0,66,39,5,5783,14360,0.9,0.9,0
Sander,Berge,Berge,a,,,,,50,0,0,210,725,0.1,10,3,0,1998-02-14,0,3,True,True,0,0.0,1,207189,,,0,0,0.7,222,125,2,2.77,,,0,1.5,1.5,2,0.01,0.01,0.01,0.01,0.00,1.05,1.45,0.0,2.0,144,69,1,1.38,0,False,0.2,280,133,330,False,1.2,256,121,65,262,165,p207189,0,0,,0,,207189.jpg,2.0,144,69,0,0,161.0,False,0,0.0,533,195,False,,1,1.38,1,54,2024-08-22,0.0,533,209,2,210,725,0.4,0.4,0
Tom,Cairney,Cairney,a,,,,,50,0,0,74,540,0.0,10,3,0,1991-01-20,0,-3,True,True,0,0.0,0,76357,,,0,0,0.4,240,130,2,7.5,2.0,,0,1.5,1.5,0,0.00,0.0,0.00,0.0,0.00,0.43,1.61,0.0,0.0,551,220,0,0.0,0,False,0.0,554,218,331,False,0.0,538,210,24,221,142,p76357,0,0,,0,,76357.jpg,0.0,551,220,2,0,243.0,False,0,0.0,607,250,False,,0,0.0,0,54,2015-07-07,0.0,503,193,0,74,540,0.0,0.0,1
Saša,Lukić,Lukić,a,,,,,50,0,0,184,678,0.1,10,3,0,1996-08-13,0,9,True,True,0,0.0,2,212314,4.0,,0,0,13.3,80,54,3,3.0,,,0,1.5,1.5,2,0.01,0.01,0.01,0.01,0.00,1.48,1.48,0.0,2.0,147,72,1,1.0,0,False,1.7,189,90,332,False,1.8,252,117,90,267,169,p212314,0,0,,0,,212314.jpg,2.0,147,72,0,0,190.0,False,0,0.0,542,204,False,,1,1.0,1,54,2023-01-31,2.0,166,90,2,184,678,0.4,0.4,0
Martial,Godo,Godo,a,,,,,45,0,0,445,935,0.1,10,3,0,2003-03-14,0,0,True,True,0,0.0,0,573062,,,0,0,0.0,509,198,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,519,200,0,0.0,0,False,0.0,520,196,333,False,0.0,503,187,0,534,290,p573062,0,0,,0,,573062.jpg,0.0,519,200,0,0,54.0,False,0,0.0,530,192,False,,0,0.0,0,54,2022-08-22,0.0,467,170,0,445,935,0.0,0.0,0
Luke,Harris,Harris,u,Has joined Oxford United on loan for the rest of the season.,2025-07-28T11:48:41.571901Z,0.0,0.0,45,0,0,0,114,0.0,10,3,0,2005-03-04,0,0,False,True,0,0.0,0,515024,,,0,0,0.0,477,177,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,487,179,0,0.0,0,False,0.0,488,175,334,False,0.0,471,166,0,498,267,p515024,0,0,,0,,515024.jpg,0.0,487,179,0,0,244.0,False,0,0.0,691,305,False,,0,0.0,0,54,2022-08-05,0.0,434,149,0,0,114,0.0,0.0,0
Josh,King,King,a,,,,,45,0,0,39070,17826,1.2,10,3,0,2007-01-03,0,11,True,True,0,0.0,0,577725,,,0,0,14.0,78,53,9,10.66,,,0,1.0,1.0,2,0.13,0.15,0.31,0.36,0.18,1.07,1.27,0.21,2.0,139,65,1,1.18,0,False,5.3,47,30,335,False,12.4,133,47,76,542,293,p577725,0,0,,0,,577725.jpg,2.0,139,65,6,0,241.0,False,0,0.0,173,56,False,,1,1.18,3,54,2024-02-02,27.0,22,11,2,39070,17826,0.4,0.4,0
Harrison,Reed,Reed,a,,,,,45,0,0,1122,3190,0.3,10,3,0,1995-01-27,0,0,True,True,0,0.0,0,153366,,,0,0,0.0,403,144,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,416,147,0,0.0,0,False,0.0,422,143,336,False,0.0,404,134,0,392,232,p153366,0,0,,0,,153366.jpg,0.0,416,147,0,0,241.0,False,0,0.0,336,114,False,,0,0.0,0,54,2020-08-30,0.0,349,115,0,1122,3190,0.0,0.0,0
Raúl,Jiménez Rodríguez,Raúl,a,,,,,65,0,0,6441,33176,1.9,10,4,0,1991-05-05,0,0,True,True,0,0.0,0,102057,,,0,0,3.3,139,13,0,0.0,4.0,,0,2.2,2.2,2,0.00,0.0,0.29,0.4,0.29,1.05,1.45,0.4,2.0,176,14,1,1.38,0,False,0.7,247,25,337,False,0.0,676,67,65,46,17,p102057,0,0,1.0,0,,102057.jpg,2.0,176,14,0,0,139.0,False,0,0.0,129,24,False,,1,1.38,0,54,2023-07-25,11.0,73,20,2,6441,33176,0.3,0.3,0
Rodrigo,Muniz Carvalho,Muniz,a,,,,,55,0,0,54803,23736,2.4,10,4,0,2001-05-04,3,25,True,True,0,0.0,0,244042,,,0,0,0.0,646,62,0,0.0,,,0,1.7,1.7,7,0.00,0.0,0.15,0.56,0.15,0.43,1.61,0.56,7.0,37,6,0,0.0,1,False,6.4,36,7,338,False,31.0,31,9,24,159,36,p244042,0,0,,0,,244042.jpg,7.0,37,6,0,0,30.0,False,0,0.0,111,21,False,,0,0.0,0,54,2021-08-20,33.0,17,9,7,54803,23736,1.3,1.3,1
Benjamin,Lecomte,Lecomte,a,,,,,40,0,0,2006,3703,0.8,10,1,0,1991-04-26,0,0,True,True,0,0.0,0,86873,,,0,0,0.0,276,10,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,290,27,0,0.0,0,False,0.0,298,28,664,False,0.0,280,28,0,579,44,p86873,0,0,,0,,86873.jpg,0.0,290,27,0,0,73.0,False,0,0.0,198,29,False,,0,0.0,0,54,2025-07-26,0.0,211,9,0,2006,3703,0.0,0.0,0
Illan,Meslier,Meslier,a,,,,,45,0,0,1668,9130,0.7,11,1,0,2000-03-02,0,0,True,True,0,0.0,0,437495,,,0,0,0.0,429,59,0,0.0,,,0,1.3,1.8,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,442,73,0,0.0,0,False,0.0,445,73,339,False,0.0,428,73,0,439,28,p437495,0,0,,0,,437495.jpg,0.0,442,73,0,0,73.0,False,0,0.0,212,31,False,,0,0.0,0,2,2020-07-27,0.0,383,58,0,1668,9130,0.0,0.0,0
Alex,Cairns,Cairns,a,,,,,40,0,0,709,1115,0.2,11,1,0,1993-01-04,0,0,True,True,0,0.0,0,97846,,,0,0,0.0,278,11,0,0.0,,,0,0.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,292,28,0,0.0,0,False,0.0,300,29,340,False,0.0,282,29,0,581,45,p97846,0,0,,0,,97846.jpg,0.0,292,28,0,0,241.0,False,0,0.0,361,53,False,,0,0.0,0,2,2024-07-08,0.0,213,10,0,709,1115,0.0,0.0,0
Karl,Darlow,Darlow,a,,,,,40,0,0,6606,15777,3.0,11,1,0,1990-10-08,0,0,True,True,0,0.0,0,59735,,,0,0,0.0,270,4,0,0.0,,,0,0.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,285,22,0,0.0,0,False,0.0,293,23,341,False,0.0,275,23,0,573,38,p59735,0,0,,0,,59735.jpg,0.0,285,22,0,0,244.0,False,0,0.0,98,14,False,,0,0.0,0,2,2023-07-29,0.0,205,3,0,6606,15777,0.0,0.0,0
Jayden,Bogle,Bogle,a,,2025-08-10T23:00:06.436528Z,100.0,75.0,45,0,0,898,1698,0.2,11,2,0,2000-07-27,0,20,True,True,1,1.0,3,226182,,,0,0,1.2,193,62,5,5.0,,,0,0.9,1.1,6,0.01,0.01,0.02,0.02,0.01,0.55,0.55,0.01,6.0,44,21,0,0.0,0,False,1.7,188,66,342,False,13.4,124,56,90,419,104,p226182,0,0,,0,,226182.jpg,6.0,44,21,3,0,241.0,False,0,0.0,371,133,False,,1,1.0,2,2,2024-07-20,2.0,155,46,6,898,1698,1.3,1.3,0
Pascal,Struijk,Struijk,a,,,,,45,0,0,4195,3193,0.4,11,2,0,1999-08-11,2,29,True,True,1,1.0,8,222694,,,0,0,11.4,93,27,8,8.0,,,0,0.9,1.4,8,0.01,0.01,0.14,0.14,0.13,0.55,0.55,0.13,8.0,24,12,0,0.0,0,False,4.4,74,18,343,False,23.2,61,19,90,417,102,p222694,0,0,3.0,0,,222694.jpg,8.0,24,12,5,0,152.0,False,0,0.0,277,102,False,,1,1.0,0,2,2018-04-12,9.0,80,13,8,4195,3193,1.8,1.8,0
Jaka,Bijol,Bijol,a,,2025-07-21T10:00:04.901206Z,100.0,0.0,40,0,0,1675,1044,0.2,11,2,0,1999-02-05,0,0,True,True,0,0.0,0,434752,,,0,0,0.0,308,115,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,322,105,0,0.0,0,False,0.0,330,118,344,False,0.0,312,116,0,615,171,p434752,0,0,,0,,434752.jpg,0.0,322,105,0,0,195.0,False,0,0.0,390,146,False,,0,0.0,0,2,2025-06-23,0.0,246,81,0,1675,1044,0.0,0.0,0
Sebastiaan,Bornauw,Bornauw,a,,2025-08-10T23:00:06.493026Z,100.0,75.0,40,0,0,89,875,0.1,11,2,0,1999-03-22,0,0,True,True,0,0.0,0,437738,,,0,0,0.0,310,117,0,0.0,,,0,0.0,0.4,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,324,107,0,0.0,0,False,0.0,332,120,345,False,0.0,314,118,0,617,173,p437738,0,0,,0,,437738.jpg,0.0,324,107,0,0,21.0,False,0,0.0,559,200,False,,0,0.0,0,2,2025-07-01,0.0,248,83,0,89,875,0.0,0.0,0
Sam,Byram,Byram,a,,,,,40,0,0,565,2267,0.2,11,2,0,1993-09-16,0,0,True,True,0,0.0,0,113564,,,0,0,0.0,283,101,0,0.0,,,0,0.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,297,91,0,0.0,0,False,0.0,305,104,346,False,0.0,287,102,0,586,153,p113564,0,0,,0,,113564.jpg,0.0,297,91,0,0,241.0,False,0,0.0,341,123,False,,0,0.0,0,2,2023-08-05,0.0,218,64,0,565,2267,0.0,0.0,0
Gabriel,Gudmundsson,Gudmundsson,a,,,,,40,0,0,74607,22019,3.5,11,2,0,1999-04-29,3,35,True,True,1,1.0,7,243526,,,0,0,33.6,17,3,8,8.0,,,0,0.0,0.5,9,0.14,0.14,0.31,0.31,0.17,0.55,0.55,0.17,9.0,13,4,0,0.0,0,False,8.1,20,2,347,False,30.4,33,10,90,611,168,p243526,0,0,,0,,243526.jpg,9.0,13,4,6,0,206.0,False,0,0.0,93,35,False,,1,1.0,1,2,2025-07-08,17.0,54,7,9,74607,22019,2.2,2.2,0
Joe,Rodon,Rodon,a,,,,,40,0,0,17443,11895,2.3,11,2,0,1997-10-22,1,26,True,True,1,1.0,7,214225,,,0,0,0.6,224,76,7,7.0,,,0,0.0,0.5,7,0.00,0.0,0.00,0.0,0.00,0.55,0.55,0.0,7.0,34,16,0,0.0,0,False,1.5,201,73,348,False,14.4,111,50,90,600,161,p214225,0,0,,0,,214225.jpg,7.0,34,16,2,0,244.0,False,0,0.0,117,44,False,,1,1.0,0,2,2024-07-02,0.0,232,72,7,17443,11895,1.8,1.8,0
Isaac,Schmidt,Schmidt,a,,,,,40,0,0,389,1765,0.2,11,2,0,1999-12-07,0,0,True,True,0,0.0,0,492368,,,0,0,0.0,337,130,0,0.0,,,0,0.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,351,120,0,0.0,0,False,0.0,358,132,349,False,0.0,340,130,0,648,190,p492368,0,0,,0,,492368.jpg,0.0,351,120,0,0,207.0,False,0,0.0,382,140,False,,0,0.0,0,2,2024-08-30,0.0,277,98,0,389,1765,0.0,0.0,0
Brenden,Aaronson,Aaronson,a,,,,,55,0,0,351,1235,0.1,11,3,0,2000-10-22,0,10,True,True,0,0.0,0,427637,,,0,0,24.9,33,26,2,7.83,2.0,,0,1.0,1.5,1,0.21,0.82,0.21,0.82,0.00,0.47,1.84,0.0,1.0,246,125,0,0.0,0,False,4.0,85,46,350,False,9.2,167,60,23,161,102,p427637,0,0,,0,,427637.jpg,1.0,246,125,0,0,229.0,False,0,0.0,541,203,False,,0,0.0,2,2,2022-07-01,6.0,113,63,1,351,1235,0.2,0.2,0
Wilfried,Gnonto,Gnonto,a,,,,,55,0,0,1796,5275,0.3,11,3,0,2003-11-05,0,12,True,True,1,1.36,2,492859,,,0,0,6.3,115,75,7,9.55,,,0,1.0,1.5,3,0.01,0.01,0.15,0.2,0.14,0.08,0.11,0.19,3.0,107,46,0,0.0,0,False,2.4,151,72,351,False,6.6,188,75,66,188,118,p492859,0,0,,0,,492859.jpg,3.0,107,46,1,0,106.0,False,0,0.0,297,97,False,,1,1.36,4,2,2022-09-01,11.0,72,43,3,1796,5275,0.5,0.5,0
Jack,Harrison,Harrison,a,,,,,55,0,0,232,2630,0.1,11,3,0,1996-11-20,0,3,True,True,0,0.0,0,221399,3.0,,0,0,1.3,185,108,1,7.5,,,0,1.0,1.5,1,0.00,0.0,0.00,0.0,0.00,0.28,2.1,0.0,1.0,244,123,0,0.0,0,False,0.6,253,121,352,False,2.2,242,112,12,151,97,p221399,0,0,,0,,221399.jpg,1.0,244,123,0,0,241.0,False,0,0.0,455,151,False,,0,0.0,1,2,2021-07-02,2.0,177,99,1,232,2630,0.2,0.2,0
Daniel,James,James,a,,,,,55,0,0,1457,6546,0.4,11,3,0,1997-11-10,0,6,True,True,1,1.17,1,200617,,,0,0,15.7,65,44,2,2.34,,,0,1.0,1.5,3,0.05,0.06,0.19,0.22,0.14,0.28,0.33,0.16,3.0,105,44,0,0.0,0,False,3.3,105,58,353,False,6.2,189,76,77,140,90,p200617,0,0,,0,,200617.jpg,3.0,105,44,1,0,244.0,False,0,0.0,257,82,False,,1,1.17,0,2,2021-08-31,11.0,71,42,3,1457,6546,0.5,0.5,0
Ethan,Ampadu,Ampadu,i,Knee injury - Expected back 13 Sep,2025-08-21T13:57:30.981880Z,0.0,,50,0,0,580,1522,0.1,11,3,0,2000-09-14,0,12,True,True,1,1.17,2,199598,,,0,0,4.9,127,79,8,9.35,,,0,0.0,1.0,3,0.02,0.02,0.02,0.02,0.00,0.28,0.33,0.0,3.0,97,36,0,0.0,0,False,1.8,183,88,354,False,10.8,150,53,77,253,159,p199598,0,0,,0,,199598.jpg,3.0,97,36,3,0,244.0,False,0,0.0,511,182,False,,1,1.17,3,2,2023-07-19,2.0,164,88,3,580,1522,0.6,0.6,0
Sam,Greenwood,Greenwood,a,,,,,50,0,0,443,1867,0.1,11,3,0,2002-01-26,0,0,True,True,0,0.0,0,248937,,,0,0,0.0,577,235,0,0.0,,,0,0.5,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,581,236,0,0.0,0,False,0.0,585,235,355,False,0.0,570,228,0,290,181,p248937,0,0,,0,,248937.jpg,0.0,581,236,0,0,241.0,False,0,0.0,492,168,False,,0,0.0,0,2,2021-01-09,0.0,549,216,0,443,1867,0.0,0.0,0
Ilia,Gruev,Gruev,a,,,,,50,0,0,114,627,0.0,11,3,0,2000-05-06,0,3,True,True,0,0.0,1,486520,2.0,,0,0,0.3,248,134,1,7.5,1.0,,0,0.5,1.0,1,0.00,0.0,0.00,0.0,0.00,0.28,2.1,0.0,1.0,233,114,0,0.0,0,False,0.2,282,134,356,False,1.6,253,118,12,323,200,p486520,0,0,,0,,486520.jpg,1.0,233,114,0,0,34.0,False,0,0.0,584,231,False,,0,0.0,0,2,2023-08-31,0.0,571,230,1,114,627,0.2,0.2,0
Largie,Ramazani,Ramazani,a,,,,,50,0,0,77,808,0.0,11,3,0,2001-02-27,0,0,True,True,0,0.0,0,433952,,,0,0,0.0,582,238,0,0.0,,,0,0.5,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,586,239,0,0.0,0,False,0.0,589,238,357,False,0.0,575,232,0,298,185,p433952,0,0,,0,,433952.jpg,0.0,586,239,0,0,21.0,False,0,0.0,581,228,False,,0,0.0,0,2,2024-08-22,0.0,554,219,0,77,808,0.0,0.0,0
Tanaka,Ao,Tanaka,a,,,,,50,0,0,2598,2891,0.3,11,3,0,1998-09-10,0,13,True,True,1,1.0,1,248056,,,0,0,24.3,36,27,7,7.0,,,0,0.5,1.0,3,0.03,0.03,0.12,0.12,0.09,0.55,0.55,0.09,3.0,98,37,0,0.0,0,False,3.6,98,52,358,False,2.2,241,111,90,289,180,p248056,0,0,,0,,248056.jpg,3.0,98,37,6,0,108.0,False,0,0.0,329,111,False,,1,1.0,0,2,2024-08-30,9.0,81,47,3,2598,2891,0.6,0.6,0
Charlie,Crew,Crew,u,Has joined Doncaster Rovers on loan for the rest of the season.,2025-08-11T01:12:36.647868Z,0.0,0.0,45,0,0,0,343,0.0,11,3,0,2006-06-15,0,0,False,True,0,0.0,0,536119,,,0,0,0.0,488,183,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,499,185,0,0.0,0,False,0.0,499,181,359,False,0.0,482,172,0,511,274,p536119,0,0,,0,,536119.jpg,0.0,499,185,0,0,244.0,False,0,0.0,668,293,False,,0,0.0,0,2,2024-03-28,0.0,445,155,0,0,343,0.0,0.0,0
Joe,Gelhardt,Gelhardt,u,Has joined Hull City on loan for the rest of the season.,2025-08-11T11:07:52.207439Z,0.0,0.0,45,0,0,0,989,0.0,11,3,0,2002-05-04,0,0,False,True,0,0.0,0,462635,,,0,0,0.0,446,158,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,458,161,0,0.0,0,False,0.0,461,157,360,False,0.0,444,148,0,458,248,p462635,0,0,,0,,462635.jpg,0.0,458,161,0,0,241.0,False,0,0.0,629,269,False,,0,0.0,0,2,2021-02-07,0.0,401,131,0,0,989,0.0,0.0,0
Darko,Gyabi,Gyabi,a,,,,,45,0,0,664,1187,0.1,11,3,0,2004-02-18,0,0,True,True,0,0.0,0,470294,,,0,0,0.0,449,160,0,0.0,,,0,0.0,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,460,163,0,0.0,0,False,0.0,463,159,361,False,0.0,446,150,0,463,250,p470294,0,0,,0,,470294.jpg,0.0,460,163,0,0,241.0,False,0,0.0,514,184,False,,0,0.0,0,2,2022-07-04,0.0,405,133,0,664,1187,0.0,0.0,0
Joël,Piroe,Piroe,a,,,,,55,0,0,8603,24615,1.8,11,4,0,1999-08-02,0,4,True,True,1,1.17,0,235826,,,0,0,5.6,119,8,4,4.68,3.0,,0,0.7,1.2,2,0.04,0.05,0.32,0.38,0.28,0.28,0.33,0.33,2.0,164,11,0,0.0,0,False,5.2,51,10,362,False,2.0,249,19,77,158,35,p235826,0,0,2.0,0,,235826.jpg,2.0,164,11,4,0,152.0,False,0,0.0,137,26,False,,1,1.17,0,2,2023-08-24,44.0,10,5,2,8603,24615,0.4,0.4,0
Patrick,Bamford,Bamford,a,,,,,50,0,0,9685,35155,1.8,11,4,0,1993-09-05,0,0,True,True,0,0.0,0,106617,,,0,0,0.0,548,50,0,0.0,,,0,0.4,0.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,555,53,0,0.0,0,False,0.0,558,52,363,False,0.0,542,45,0,231,45,p106617,0,0,,0,,106617.jpg,0.0,555,53,0,0,241.0,False,0,0.0,139,27,False,,0,0.0,0,2,2018-07-31,0.0,512,52,0,9685,35155,0.0,0.0,0
Mateo,Joseph Fernández-Regatillo,Mateo Joseph,u,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,0.0,0.0,50,0,0,0,1086,0.0,11,4,0,2003-10-19,0,0,False,True,0,0.0,0,565297,,,0,0,0.0,608,56,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,612,59,0,0.0,0,False,0.0,614,58,364,False,0.0,604,51,0,349,53,p565297,0,0,,0,,565297.jpg,0.0,612,59,0,0,200.0,False,0,0.0,639,72,False,,0,0.0,0,2,2022-11-04,0.0,588,58,0,0,1086,0.0,0.0,0
Lukas,Nmecha,Nmecha,a,,,,,50,0,0,23235,8589,0.6,11,4,0,1998-12-14,0,20,True,True,0,0.0,1,174594,,,0,0,1.6,177,16,3,22.5,,,0,0.4,0.9,5,0.01,0.08,0.86,6.46,0.85,0.28,2.1,6.38,5.0,68,8,0,0.0,1,False,5.8,41,8,365,False,34.0,23,7,12,248,46,p174594,0,0,1.0,0,,174594.jpg,5.0,68,8,2,0,80.0,False,0,0.0,225,39,False,,0,0.0,0,2,2025-07-01,22.0,37,13,5,23235,8589,1.0,1.0,0
Sean,Longstaff,Longstaff,a,,,,,50,0,0,401,2455,0.2,11,3,0,1997-10-30,0,3,True,True,0,0.0,0,180135,,,0,0,0.3,245,132,0,0.0,,,0,0.5,1.0,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,1.0,225,109,0,0.0,0,False,0.1,285,136,493,False,0.2,267,128,1,249,157,p180135,0,0,,0,,180135.jpg,1.0,225,109,0,0,241.0,False,0,0.0,404,135,False,,0,0.0,0,2,2025-07-18,0.0,525,205,1,401,2455,0.2,0.2,0
Anton,Stach,Stach,a,,,,,50,0,0,14302,4372,0.4,11,3,1,1998-11-15,0,24,True,True,1,1.0,7,466525,1.0,,0,0,63.9,3,3,13,13.0,4.0,,0,0.5,1.0,8,0.29,0.29,0.56,0.56,0.27,0.55,0.55,0.27,8.0,28,6,0,0.0,0,False,11.4,9,5,660,False,28.2,42,15,90,313,194,p466525,0,0,,0,,466525.jpg,8.0,28,6,4,0,80.0,False,0,0.0,269,84,False,,1,1.0,2,2,2025-07-22,22.0,38,19,8,14302,4372,1.6,1.6,0
Lucas Estella,Perri,Perri,a,,,,,45,0,0,4708,2667,0.4,11,1,0,1997-12-10,0,24,True,True,1,1.0,2,201595,,,0,0,0.0,409,56,0,0.0,,,0,1.3,1.8,6,0.00,0.0,0.00,0.0,0.00,0.55,0.55,0.0,6.0,42,8,0,0.0,0,False,1.1,234,19,665,False,11.2,146,19,90,404,25,p201595,0,0,,0,,201595.jpg,6.0,42,8,8,0,30.0,False,1,1.0,272,41,False,,1,1.0,0,2,2025-07-26,0.0,357,55,6,4708,2667,1.3,1.3,0
Dominic,Calvert-Lewin,Calvert-Lewin,a,,,,,55,0,0,3277,708,0.1,11,4,0,1997-03-16,0,0,True,True,0,0.0,0,177815,,,0,0,0.0,636,59,0,0.0,,,0,0.7,1.2,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,636,62,0,0.0,0,False,0.0,639,61,691,False,0.0,629,54,0,134,32,p177815,0,0,,0,,177815.jpg,0.0,636,62,0,0,241.0,False,0,0.0,546,67,False,,0,0.0,0,2,2025-08-15,0.0,620,61,0,3277,708,0.0,0.0,0
Noah,Okafor,Okafor,a,,,,,55,0,0,331,53,0.0,11,3,0,2000-05-24,0,0,True,True,0,0.0,0,435997,,,0,0,0.0,649,280,0,0.0,,,0,1.0,1.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,647,280,0,0.0,0,False,0.0,651,280,698,False,0.0,641,276,0,166,106,p435997,0,0,,0,,435997.jpg,0.0,647,280,0,0,207.0,False,0,0.0,685,302,False,,0,0.0,0,2,2025-08-21,0.0,638,273,0,331,53,0.0,0.0,0
Alisson,Becker,A.Becker,a,,,,,55,0,0,18552,103256,10.8,12,1,0,1992-10-02,0,8,True,True,0,0.0,2,116535,,,0,0,0.0,631,80,0,0.0,,,0,4.5,5.0,1,0.01,0.01,0.01,0.01,0.00,1.70,1.7,0.0,1.0,237,19,2,2.0,0,False,1.4,213,16,366,False,13.6,122,16,90,123,2,p116535,0,0,,0,,116535.jpg,1.0,237,19,7,0,30.0,False,1,1.0,35,5,False,,1,1.0,0,14,2018-07-19,0.0,613,80,1,18552,103256,0.2,0.2,0
Giorgi,Mamardashvili,Mamardashvili,a,,,,,45,0,0,1088,8608,0.4,12,1,0,2000-09-29,0,0,True,True,0,0.0,0,449027,,,0,0,0.0,438,60,0,0.0,,,0,2.8,3.3,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,451,74,0,0.0,0,False,0.0,454,74,367,False,0.0,437,74,0,449,29,p449027,0,0,,0,,449027.jpg,0.0,451,74,0,0,79.0,False,0,0.0,265,39,False,,0,0.0,0,14,2024-08-27,0.0,392,59,0,1088,8608,0.0,0.0,0
