id,element,player_id,code,team,team_code,team_name,team_short,element_type,position,first_name,second_name,web_name,status,news,news_added,now_cost,price_m,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,chance_of_playing_next_round,chance_of_playing_this_round,transfers_in,transfers_out,transfers_in_event,transfers_out_event,total_points,event_points,minutes,can_transact,can_select,dreamteam_count,ep_next,ep_this,form,in_dreamteam,photo,points_per_game,removed,special,squad_number,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
296,296,296,243571,9,11,Everton,EVE,2,DEF,Nathan,Patterson,Patterson,d,Hernia - 75% chance of playing,2025-08-10T22:30:04.898823Z,45,4.5,0,0,0,0,0.0,75.0,75.0,57,574,57,574,0,0,0,True,True,0,1.4,1.8,0.0,False,243571.jpg,0.0,False,False,,0.0,0.0,243.0,2022-01-04,2001-10-16,False,p243571,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,426,192,426,191,380,172,443,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,434,115,440,184,440,184,628,214,0.0,0.0,0.0
297,297,297,496178,9,11,Everton,EVE,2,DEF,Roman,Dixon,Dixon,a,,,40,4.0,0,0,0,0,0.2,,,980,2051,980,2051,0,0,0,True,True,0,1.0,1.5,0.0,False,496178.jpg,0.0,False,False,,0.0,0.0,,,,False,p496178,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,342,131,339,131,279,99,360,133,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,651,192,353,121,353,121,349,126,0.0,0.0,0.0
298,298,298,474907,9,11,Everton,EVE,2,DEF,Reece,Welch,Welch,a,,,40,4.0,0,0,0,0,0.2,,,436,1412,436,1412,0,0,0,True,True,0,1.0,1.5,0.0,False,474907.jpg,0.0,False,False,,0.0,0.0,,,,False,p474907,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,330,126,327,126,267,94,348,128,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,636,184,341,116,341,116,419,162,0.0,0.0,0.0
299,299,299,440993,9,11,Everton,EVE,3,MID,Iliman,Ndiaye,Ndiaye,a,,,65,6.5,0,0,0,0,9.9,,,22768,168972,22768,168972,2,2,90,True,True,0,2.2,2.7,2.0,False,440993.jpg,2.0,False,False,,0.3,0.3,189.0,2024-07-03,2000-03-06,False,p440993,0,0,0,1,0,0,0,0,0,0,0,11,12.6,12.1,2.0,2.7,1,6,2,9,1,0.00,0.02,0.02,2.07,131,46,87,58,189,106,133,68,,,,,1.0,,0.0,0.0,0.02,0.02,2.07,1.0,60,41,180,94,180,94,39,11,1.0,0.0,9.0
300,300,300,433154,9,11,Everton,EVE,3,MID,Dwight,McNeil,McNeil,a,,,59,5.9,-1,1,-1,1,0.3,,,962,9583,962,9583,0,0,0,True,True,0,2.1,2.6,0.0,False,433154.jpg,0.0,False,False,,0.0,0.0,241.0,2022-07-28,1999-11-22,False,p433154,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,660,288,668,291,663,287,669,291,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,114,76,666,291,666,291,293,94,0.0,0.0,0.0
301,301,301,502697,9,11,Everton,EVE,3,MID,Carlos,Alcaraz Durán,Alcaraz,a,,,55,5.5,0,0,0,0,0.2,,,745,2409,745,2409,1,1,85,True,True,0,2.0,2.5,1.0,False,502697.jpg,1.0,False,False,,0.2,0.2,10.0,2025-07-01,2002-11-30,False,p502697,0,0,0,1,0,0,0,1,0,0,0,8,7.6,2.4,21.0,3.1,1,4,1,6,1,0.03,0.01,0.04,1.87,176,65,156,96,42,22,113,61,,,1.0,,,,0.03,0.0,0.01,0.04,1.98,1.06,192,120,249,126,249,126,417,136,1.06,0.0,6.35
302,302,302,80801,9,11,Everton,EVE,3,MID,Idrissa Gana,Gueye,Gana,a,,,55,5.5,0,0,0,0,0.1,,,409,1609,409,1609,2,2,90,True,True,0,2.0,2.5,2.0,False,80801.jpg,2.0,False,False,,0.4,0.4,189.0,2022-09-01,1989-09-26,False,p80801,0,0,0,1,0,0,0,0,0,0,0,12,7.2,19.6,3.0,3.0,0,4,1,5,1,0.06,0.12,0.18,2.07,180,68,50,36,147,83,118,63,,,,,,,0.06,0.0,0.12,0.18,2.07,1.0,120,80,160,82,160,82,494,169,1.0,0.0,5.0
303,303,303,232928,9,11,Everton,EVE,3,MID,James,Garner,Garner,a,,,50,5.0,0,0,0,0,0.1,,,405,1210,405,1210,2,2,90,True,True,0,1.5,2.0,2.0,False,232928.jpg,2.0,False,False,,0.4,0.4,241.0,2022-09-01,2001-03-13,False,p232928,0,0,0,1,0,0,0,0,0,0,0,16,16.4,3.2,2.0,2.2,4,3,2,9,1,0.03,0.01,0.04,2.07,96,33,140,86,169,92,160,77,3.0,,3.0,,,,0.03,0.0,0.01,0.04,2.07,1.0,285,177,150,75,150,75,496,171,1.0,0.0,9.0
304,304,304,490094,9,11,Everton,EVE,3,MID,Tim,Iroegbunam,Iroegbunam,a,,,50,5.0,0,0,0,0,0.0,,,99,368,99,368,2,2,70,True,True,0,1.5,2.0,2.0,False,490094.jpg,2.0,False,False,,0.4,0.4,241.0,2024-06-22,2003-06-30,False,p490094,0,0,1,0,0,0,0,1,0,0,0,5,12.0,1.1,0.0,1.3,3,3,3,9,1,0.00,0.00,0.00,0.93,135,48,201,115,573,232,220,103,,,,,,,0.0,0.0,0.0,0.0,1.2,0.0,325,202,155,78,155,78,614,256,1.29,1.29,11.57
305,305,305,609873,9,11,Everton,EVE,3,MID,Harrison,Armstrong,Armstrong,a,,2025-08-10T22:30:04.915445Z,45,4.5,0,0,0,0,0.1,100.0,75.0,582,2221,582,2221,0,0,0,True,True,0,1.0,1.1,0.0,False,609873.jpg,0.0,False,False,,0.0,0.0,241.0,2024-08-09,2007-01-19,False,p609873,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,526,201,532,212,491,184,543,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,560,305,541,213,541,213,470,157,0.0,0.0,0.0
306,306,306,547801,9,11,Everton,EVE,3,MID,Callum,Bates,Bates,a,,,45,4.5,0,0,0,0,0.1,,,742,1137,742,1137,0,0,0,True,True,0,1.0,1.5,0.0,False,547801.jpg,0.0,False,False,,0.0,0.0,,,,False,p547801,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,488,177,494,188,451,160,505,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,518,280,505,190,505,190,508,179,0.0,0.0,0.0
307,307,307,504296,9,11,Everton,EVE,3,MID,Coby,Ebere,Ebere,a,,,45,4.5,0,0,0,0,0.0,,,299,504,299,504,0,0,0,True,True,0,1.0,1.5,0.0,False,504296.jpg,0.0,False,False,,0.0,0.0,,,,False,p504296,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,468,164,474,175,430,147,485,173,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,494,265,483,177,483,177,588,233,0.0,0.0,0.0
308,308,308,496279,9,11,Everton,EVE,3,MID,Isaac,Heath,Heath,a,,,45,4.5,0,0,0,0,0.0,,,256,517,256,517,0,0,0,True,True,0,1.0,1.5,0.0,False,496279.jpg,0.0,False,False,,0.0,0.0,241.0,2025-02-07,2004-10-28,False,p496279,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,460,160,465,171,421,143,477,169,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,484,261,475,173,475,173,591,236,0.0,0.0,0.0
309,309,309,491557,9,11,Everton,EVE,3,MID,Jenson,Metcalfe,Metcalfe,u,Has joined Bradford City permanently.,2025-07-25T14:54:45.196473Z,45,4.5,0,0,0,0,0.0,0.0,0.0,0,45,0,45,0,0,0,True,False,0,0.0,0.0,0.0,False,491557.jpg,0.0,False,False,,0.0,0.0,,,,False,p491557,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,456,157,461,168,416,140,473,166,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,479,258,470,170,470,170,697,310,0.0,0.0,0.0
310,310,310,586309,9,11,Everton,EVE,4,FWD,Thierno,Barry,Barry,a,,,60,6.0,0,0,0,0,0.7,,,4111,13014,4111,13014,1,1,4,True,True,0,2.0,2.5,1.0,False,586309.jpg,1.0,False,False,,0.2,0.2,73.0,2025-07-09,2002-10-21,False,p586309,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.0,2.0,0.3,0,0,0,0,0,0.00,0.00,0.00,0.20,671,65,208,19,186,28,278,30,,,,,,,0.0,0.0,0.0,0.0,4.5,0.0,108,30,264,24,264,24,222,38,0.0,0.0,0.0
311,311,311,486385,9,11,Everton,EVE,4,FWD,Norberto Bercique,Gomes Betuncal,Beto,a,,,55,5.5,0,0,0,0,7.8,,,37492,98489,37492,98489,2,2,90,True,True,0,1.7,2.2,2.0,False,486385.jpg,2.0,False,False,,0.4,0.4,90.0,2023-08-29,1998-01-31,False,p486385,0,0,0,1,0,0,0,0,0,0,0,7,10.2,2.8,7.0,2.0,3,1,1,5,1,0.06,0.01,0.07,2.07,156,14,150,14,103,23,177,19,,,,,2.0,,0.06,0.0,0.01,0.07,2.07,1.0,183,40,168,12,168,12,55,11,1.0,0.0,5.0
312,312,312,491012,9,11,Everton,EVE,4,FWD,Youssef,Ramalho Chermiti,Y.Chermiti,a,,,50,5.0,0,0,0,0,0.2,,,1094,2493,1094,2493,0,0,0,True,True,0,1.4,1.9,0.0,False,491012.jpg,0.0,False,False,,0.0,0.0,173.0,2023-08-11,2004-05-24,False,p491012,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,590,49,595,54,574,56,601,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,326,51,599,57,599,57,423,61,0.0,0.0,0.0
313,313,313,536241,9,11,Everton,EVE,4,FWD,Martin,Sherif,Sherif,a,,,45,4.5,0,0,0,0,0.2,,,1706,2870,1706,2870,0,0,0,True,True,0,1.0,1.5,0.0,False,536241.jpg,0.0,False,False,,0.0,0.0,,,,False,p536241,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,483,32,489,37,446,39,500,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,512,63,500,41,500,41,343,55,0.0,0.0,0.0
419,419,419,114283,9,11,Everton,EVE,3,MID,Jack,Grealish,Grealish,a,,,65,6.5,0,0,0,0,3.2,,,14253,49840,14253,49840,1,1,19,True,True,0,2.2,2.7,1.0,False,114283.jpg,1.0,False,False,,0.2,0.2,241.0,2025-08-12,1995-09-10,False,p114283,0,0,0,1,0,0,0,0,0,0,0,4,5.8,0.8,5.0,1.2,1,1,0,2,0,0.02,0.00,0.02,1.14,193,80,217,123,124,71,230,109,,,,,,,0.09,0.0,0.0,0.09,5.4,4.74,47,30,268,138,268,138,96,30,0.0,0.0,9.47
630,630,630,138001,9,11,Everton,EVE,1,GKP,Tom,King,King,a,,,40,4.0,0,0,0,0,1.5,,,2888,6720,2888,6720,0,0,0,True,True,0,1.0,1.5,0.0,False,138001.jpg,0.0,False,False,,0.0,0.0,244.0,2025-08-15,1995-03-09,False,p138001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,290,34,286,16,221,15,308,34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,589,50,300,33,300,33,152,21,0.0,0.0,0.0
667,667,667,499300,9,11,Everton,EVE,2,DEF,Adam,Aznou,Aznou,a,,,45,4.5,0,0,0,0,0.1,,,435,1732,435,1732,0,0,0,True,True,0,1.9,2.4,0.0,False,499300.jpg,0.0,False,False,,0.0,0.0,145.0,2025-07-29,2006-06-02,False,p499300,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,462,200,468,200,424,183,479,201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,488,135,477,193,477,193,467,179,0.0,0.0,0.0
314,314,314,80201,10,54,Fulham,FUL,1,GKP,Bernd,Leno,Leno,a,,,50,5.0,0,0,0,0,1.6,,,3734,13264,3734,13264,3,3,90,True,True,0,3.1,3.1,3.0,False,80201.jpg,3.0,False,False,,0.6,0.6,80.0,2022-08-02,1992-03-04,False,p80201,0,0,0,1,0,0,0,0,0,3,0,15,23.6,0.0,0.0,2.4,1,10,0,0,1,0.00,0.00,0.00,1.48,60,9,542,67,505,66,149,9,,,,,,,0.0,3.0,0.0,0.0,1.48,1.0,224,5,95,10,95,10,148,20,1.0,0.0,0.0
315,315,315,428971,10,54,Fulham,FUL,1,GKP,Steven,Benda,Benda,u,Has joined Millwall on loan for the rest of the season.,2025-07-28T11:48:41.553663Z,40,4.0,0,0,0,0,0.0,0.0,0.0,0,95,0,95,0,0,0,True,False,0,0.0,0.0,0.0,False,428971.jpg,0.0,False,False,,0.0,0.0,80.0,2023-08-30,1998-10-01,False,p428971,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,311,42,307,24,244,23,329,42,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,613,58,321,41,321,41,673,77,0.0,0.0,0.0
316,316,316,169528,10,54,Fulham,FUL,2,DEF,Antonee,Robinson,Robinson,i,Knee injury - Unknown return date,2025-08-10T22:30:04.932084Z,50,5.0,0,0,0,0,0.7,0.0,0.0,405,29772,405,29772,0,0,0,True,True,0,0.0,0.0,0.0,False,169528.jpg,0.0,False,False,,0.0,0.0,229.0,2020-08-20,1997-08-08,False,p169528,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,548,209,554,209,520,196,564,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,243,35,561,204,561,204,223,82,0.0,0.0,0.0
317,317,317,174874,10,54,Fulham,FUL,2,DEF,Joachim,Andersen,Andersen,a,,,45,4.5,0,0,0,0,2.9,,,8494,13051,8494,13051,2,2,90,True,True,0,1.9,1.9,2.0,False,174874.jpg,2.0,False,False,,0.4,0.4,58.0,2024-08-23,1996-05-31,False,p174874,0,0,0,1,0,0,0,0,0,0,0,14,16.4,1.0,4.0,2.1,5,1,3,8,1,0.00,0.01,0.01,1.48,95,41,203,68,127,30,165,57,,,,,,,0.0,0.0,0.01,0.01,1.48,1.0,397,86,132,48,132,48,103,39,1.0,0.0,8.0
318,318,318,232892,10,54,Fulham,FUL,2,DEF,Calvin,Bassey,Bassey,a,,,45,4.5,0,0,0,0,0.5,,,2751,5083,2751,5083,1,1,90,True,True,0,1.9,1.9,1.0,False,232892.jpg,1.0,False,False,,0.2,0.2,157.0,2023-07-28,1999-12-31,False,p232892,0,0,0,1,0,0,0,1,0,0,0,3,12.4,1.6,0.0,1.4,2,4,2,4,1,0.00,0.01,0.01,1.48,132,59,176,54,375,168,211,78,,,,,,,0.0,0.0,0.01,0.01,1.48,1.0,429,111,206,71,206,71,256,94,1.0,0.0,4.0
319,319,319,166477,10,54,Fulham,FUL,2,DEF,Timothy,Castagne,Castagne,a,,,45,4.5,0,0,0,0,0.1,,,310,1443,310,1443,1,1,6,True,True,0,1.9,1.9,1.0,False,166477.jpg,1.0,False,False,,0.2,0.2,21.0,2023-08-29,1995-12-05,False,p166477,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.7,2.0,0.3,0,0,0,0,0,0.00,0.00,0.00,0.40,266,96,221,75,150,41,274,93,,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,394,84,199,66,199,66,447,170,0.0,0.0,0.0
320,320,320,219924,10,54,Fulham,FUL,2,DEF,Issa,Diop,Diop,a,,,45,4.5,0,0,0,0,0.1,,,274,1019,274,1019,0,0,0,True,True,0,1.9,1.9,0.0,False,219924.jpg,0.0,False,False,,0.0,0.0,73.0,2022-08-10,1997-01-09,False,p219924,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,412,183,413,183,363,161,430,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,413,100,425,174,425,174,516,194,0.0,0.0,0.0
321,321,321,246301,10,54,Fulham,FUL,2,DEF,Jorge,Cuenca Barreno,J.Cuenca,a,,,45,4.5,0,0,0,0,0.0,,,169,417,169,417,2,2,83,True,True,0,1.9,1.9,2.0,False,246301.jpg,2.0,False,False,,0.4,0.4,200.0,2024-08-03,1999-11-17,False,p246301,0,0,0,1,0,0,0,0,0,0,0,10,9.6,1.2,4.0,1.5,2,4,1,3,1,0.00,0.01,0.01,1.07,164,74,194,63,128,31,204,76,,,,,,,0.0,0.0,0.01,0.01,1.16,1.08,436,117,134,50,134,50,587,210,1.08,0.0,3.25
322,322,322,167074,10,54,Fulham,FUL,2,DEF,Kenny,Tete,Tete,a,,,45,4.5,0,0,0,0,0.2,,,1176,1665,1176,1665,2,2,90,True,True,0,1.9,1.9,2.0,False,167074.jpg,2.0,False,False,,0.4,0.4,152.0,2020-09-10,1995-10-09,False,p167074,0,0,0,1,0,0,0,0,0,0,0,17,13.0,1.7,0.0,1.5,4,5,3,7,1,0.00,0.01,0.01,1.48,128,58,171,52,351,152,202,74,,,,,,,0.0,0.0,0.01,0.01,1.48,1.0,395,85,131,47,131,47,416,161,1.0,0.0,7.0
323,323,323,591385,10,54,Fulham,FUL,2,DEF,Samuel,Amissah,Amissah,a,,,40,4.0,0,0,0,0,0.2,,,516,1711,516,1711,0,0,0,True,True,0,1.0,1.0,0.0,False,591385.jpg,0.0,False,False,,0.0,0.0,,,,False,p591385,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,378,159,375,159,316,128,396,161,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,690,223,389,149,389,149,406,154,0.0,0.0,0.0
324,324,324,153133,10,54,Fulham,FUL,3,MID,Alex,Iwobi,Iwobi,a,,,65,6.5,0,0,0,0,1.3,,,2838,24790,2838,24790,2,2,65,True,True,0,2.2,2.2,2.0,False,153133.jpg,2.0,False,False,,0.3,0.3,157.0,2023-09-01,1996-05-03,False,p153133,0,0,0,1,0,0,0,0,0,0,0,10,9.6,40.5,1.0,5.1,0,2,0,2,1,0.01,0.28,0.29,1.05,165,58,12,10,201,112,54,33,,,,,,,0.01,0.0,0.39,0.4,1.45,1.38,48,31,177,92,177,92,161,53,1.38,0.0,2.77
325,325,325,209289,10,54,Fulham,FUL,3,MID,Emile,Smith Rowe,Smith Rowe,a,,,59,5.9,-1,1,-1,1,0.8,,,2366,20679,2366,20679,1,1,13,True,True,0,2.1,2.1,1.0,False,209289.jpg,1.0,False,False,,0.2,0.2,241.0,2024-08-02,2000-07-28,False,p209289,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2.0,2.0,0.4,0,0,0,0,0,0.09,0.00,0.09,0.40,271,131,166,101,181,103,272,132,,,,,,,0.62,0.0,0.0,0.62,2.77,0.0,111,73,257,132,257,132,200,65,0.0,0.0,0.0
326,326,326,159533,10,54,Fulham,FUL,3,MID,Adama,Traoré Diarra,Adama,a,,,55,5.5,0,0,0,0,0.3,,,815,5331,815,5331,1,1,24,True,True,0,2.0,2.0,1.0,False,159533.jpg,1.0,False,False,,0.2,0.2,200.0,2023-08-12,1996-01-25,False,p159533,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.8,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.43,627,268,214,120,618,262,637,272,,,,,,,0.0,0.0,0.0,0.0,1.61,0.0,131,85,239,119,239,119,319,106,0.0,0.0,0.0
327,327,327,156689,10,54,Fulham,FUL,3,MID,Andreas,Hoelgebaum Pereira,Andreas,a,,,54,5.4,-1,1,-1,1,0.3,,,916,7779,916,7779,0,0,0,True,True,0,2.0,2.0,0.0,False,156689.jpg,0.0,False,False,,0.0,0.0,30.0,2022-07-11,1996-01-01,False,p156689,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,618,261,622,265,603,253,628,265,1.0,,1.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,211,133,626,266,626,266,311,102,0.0,0.0,0.0
328,328,328,184349,10,54,Fulham,FUL,3,MID,Ryan,Sessegnon,Sessegnon,d,Muscle injury - 75% chance of playing,2025-08-10T22:30:04.948639Z,55,5.5,0,0,0,0,0.0,75.0,75.0,43,805,43,805,0,0,0,True,True,0,1.5,1.5,0.0,False,184349.jpg,0.0,False,False,,0.0,0.0,241.0,2024-07-26,2000-05-18,False,p184349,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,632,271,639,275,623,265,642,275,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,138,89,639,275,639,275,636,273,0.0,0.0,0.0
329,329,329,153682,10,54,Fulham,FUL,3,MID,Harry,Wilson,Wilson,a,,,55,5.5,0,0,0,0,0.9,,,5783,14360,5783,14360,5,5,90,True,True,0,2.0,2.0,5.0,False,153682.jpg,5.0,False,False,,0.9,0.9,244.0,2021-07-24,1997-03-22,False,p153682,0,1,0,1,0,0,0,0,0,0,0,16,3.0,5.4,13.0,2.1,1,4,1,6,1,0.07,0.02,0.09,1.48,232,106,122,77,66,39,171,83,3.0,,3.0,,,,0.07,0.0,0.02,0.09,1.48,1.0,128,83,70,20,70,20,190,61,1.0,0.0,6.0
330,330,330,207189,10,54,Fulham,FUL,3,MID,Sander,Berge,Berge,a,,,50,5.0,0,0,0,0,0.1,,,210,725,210,725,2,2,65,True,True,0,1.5,1.5,2.0,False,207189.jpg,2.0,False,False,,0.4,0.4,161.0,2024-08-22,1998-02-14,False,p207189,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.7,0.0,0.2,1,0,1,2,1,0.00,0.01,0.01,1.05,256,121,222,125,533,209,280,133,,,,,,,0.0,0.0,0.01,0.01,1.45,1.38,262,165,144,69,144,69,533,195,1.38,0.0,2.77
331,331,331,76357,10,54,Fulham,FUL,3,MID,Tom,Cairney,Cairney,a,,,50,5.0,0,0,0,0,0.0,,,74,540,74,540,0,0,24,True,True,0,1.5,1.5,0.0,False,76357.jpg,0.0,False,False,,0.0,0.0,243.0,2015-07-07,1991-01-20,False,p76357,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,0.4,0.0,0.0,0,2,0,2,0,0.00,0.00,0.00,0.43,538,210,240,130,503,193,554,218,,,2.0,,,,0.0,0.0,0.0,0.0,1.61,0.0,221,142,551,220,551,220,607,250,0.0,0.0,7.5
332,332,332,212314,10,54,Fulham,FUL,3,MID,Saša,Lukić,Lukić,a,,,50,5.0,0,0,0,0,0.1,,,184,678,184,678,2,2,90,True,True,0,1.5,1.5,2.0,False,212314.jpg,2.0,False,False,,0.4,0.4,190.0,2023-01-31,1996-08-13,False,p212314,0,0,0,1,0,0,0,0,0,0,0,9,1.8,13.3,2.0,1.7,2,0,1,3,1,0.00,0.01,0.01,1.48,252,117,80,54,166,90,189,90,4.0,,,,,,0.0,0.0,0.01,0.01,1.48,1.0,267,169,147,72,147,72,542,204,1.0,0.0,3.0
333,333,333,573062,10,54,Fulham,FUL,3,MID,Martial,Godo,Godo,a,,,45,4.5,0,0,0,0,0.1,,,445,935,445,935,0,0,0,True,True,0,1.0,1.0,0.0,False,573062.jpg,0.0,False,False,,0.0,0.0,54.0,2022-08-22,2003-03-14,False,p573062,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,503,187,509,198,467,170,520,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,534,290,519,200,519,200,530,192,0.0,0.0,0.0
334,334,334,515024,10,54,Fulham,FUL,3,MID,Luke,Harris,Harris,u,Has joined Oxford United on loan for the rest of the season.,2025-07-28T11:48:41.571901Z,45,4.5,0,0,0,0,0.0,0.0,0.0,0,114,0,114,0,0,0,True,False,0,0.0,0.0,0.0,False,515024.jpg,0.0,False,False,,0.0,0.0,244.0,2022-08-05,2005-03-04,False,p515024,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,471,166,477,177,434,149,488,175,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,498,267,487,179,487,179,691,305,0.0,0.0,0.0
335,335,335,577725,10,54,Fulham,FUL,3,MID,Josh,King,King,a,,,45,4.5,0,0,0,0,1.2,,,39070,17826,39070,17826,2,2,76,True,True,0,1.0,1.0,2.0,False,577725.jpg,2.0,False,False,,0.4,0.4,241.0,2024-02-02,2007-01-03,False,p577725,0,0,0,1,0,0,0,0,0,0,0,11,12.4,14.0,27.0,5.3,0,6,3,9,1,0.18,0.13,0.31,1.07,133,47,78,53,22,11,47,30,,,,,,,0.21,0.0,0.15,0.36,1.27,1.18,542,293,139,65,139,65,173,56,1.18,0.0,10.66
336,336,336,153366,10,54,Fulham,FUL,3,MID,Harrison,Reed,Reed,a,,,45,4.5,0,0,0,0,0.3,,,1122,3190,1122,3190,0,0,0,True,True,0,1.0,1.0,0.0,False,153366.jpg,0.0,False,False,,0.0,0.0,241.0,2020-08-30,1995-01-27,False,p153366,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,404,134,403,144,349,115,422,143,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,392,232,416,147,416,147,336,114,0.0,0.0,0.0
337,337,337,102057,10,54,Fulham,FUL,4,FWD,Raúl,Jiménez Rodríguez,Raúl,a,,,65,6.5,0,0,0,0,1.9,,,6441,33176,6441,33176,2,2,65,True,True,0,2.2,2.2,2.0,False,102057.jpg,2.0,False,False,,0.3,0.3,139.0,2023-07-25,1991-05-05,False,p102057,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.3,11.0,0.7,0,0,0,0,1,0.29,0.00,0.29,1.05,676,67,139,13,73,20,247,25,,,4.0,,1.0,,0.4,0.0,0.0,0.4,1.45,1.38,46,17,176,14,176,14,129,24,1.38,0.0,0.0
