element,id,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,now_cost,price_m,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,birth_date,can_select,can_transact,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded_per_90,has_temporary_code,ict_index_rank,ict_index_rank_type,in_dreamteam,influence_rank,influence_rank_type,news,news_added,now_cost_rank,now_cost_rank_type,opta_code,penalties_order,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,region,removed,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat_rank,threat_rank_type,transfers_in,transfers_out,value_form,value_season
375,375,Bradley,Conor Bradley,Conor,Bradley,DEF,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,595,3727,0.1,d,50.0,50.0,2003-07-09,True,True,0.0,0,492777,,,0,0,597,219,0,0.0,,,0,2,1.6,1.8,0,0.0,0.0,0.0,0.0,0.0,601,216,0.0,False,603,220,False,592,221,Lack of match fitness - 50% chance of playing,2025-08-10T23:00:06.506922Z,328,58,p492777,,,492777.jpg,0.0,601,216,0,242.0,False,0.0,485,185,False,,0,0.0,0,14,2023-09-25,576,210,595,3727,0.0,0.0
376,376,Gomez,Joe Gomez,Joe,Gomez,DEF,12,Liverpool,LIV,18,1,0,0,0,1,0,0,0,0,0,0,0,-1,2.4,0.4,0.0,0.3,0.0,0.0,0.0,0.21,50,5.0,0,0,1250,1092,0.1,a,100.0,75.0,1997-05-23,True,True,0.0,1,171287,,,0,0,241,86,1,5.0,,,0,2,3.1,2.7,1,0.0,0.0,1.05,0.0,1.0,223,79,5.0,False,276,95,False,238,92,,2025-08-10T23:00:06.519894Z,244,36,p171287,,,171287.jpg,1.0,223,79,1,241.0,False,0.0,480,183,False,,0,0.0,0,14,2015-06-20,521,197,1250,1092,0.2,0.2
377,377,Tsimikas,Konstantinos Tsimikas,Konstantinos,Tsimikas,DEF,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,435,2433,0.1,a,,,1996-05-12,True,True,0.0,0,214285,3.0,,0,0,565,211,0,0.0,,,0,2,3.1,3.6,0,0.0,0.0,0.0,0.0,0.0,570,206,0.0,False,574,212,False,558,211,,,269,40,p214285,,,214285.jpg,0.0,570,206,0,83.0,False,0.0,475,182,False,,0,0.0,0,14,2020-08-10,536,199,435,2433,0.0,0.0
378,378,Nallo,Amara Nallo,Amara,Nallo,DEF,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,176,1320,0.1,a,,,2006-11-18,True,True,0.0,0,611926,,,0,0,379,163,0,0.0,,,0,2,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,393,153,0.0,False,400,165,False,382,163,,,694,227,p611926,,,611926.jpg,0.0,393,153,0,241.0,False,0.0,490,187,False,,0,0.0,0,14,2024-02-27,320,132,176,1320,0.0,0.0
379,379,R.Williams,Rhys Williams,Rhys,Williams,DEF,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,482,2153,0.2,a,,,2001-02-03,True,True,0.0,0,219937,,,0,0,297,108,0,0.0,,,0,2,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,311,98,0.0,False,319,111,False,301,109,,,602,162,p219937,,,219937.jpg,0.0,311,98,0,241.0,False,0.0,414,159,False,,0,0.0,0,14,2020-09-23,234,73,482,2153,0.0,0.0
380,380,Ramsay,Calvin Ramsay,Calvin,Ramsay,DEF,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,537,2182,0.2,a,,,2003-07-31,True,True,0.0,0,489580,,,0,0,334,128,0,0.0,,,0,2,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,348,118,0.0,False,355,130,False,337,128,,,645,188,p489580,,,489580.jpg,0.0,348,118,0,243.0,False,0.0,401,151,False,,0,0.0,0,14,2022-06-19,274,96,537,2182,0.0,0.0
381,381,M.Salah,Mohamed Salah,Mohamed,Salah,MID,12,Liverpool,LIV,90,8,1,0,0,2,0,0,0,0,0,0,1,36,49.0,33.8,51.0,13.4,0.26,0.11,0.37,1.7,145,14.5,0,0,137889,130192,53.5,a,,,1992-06-15,True,True,0.0,1,118748,,,0,0,16,14,10,10.0,4.0,,0,3,4.5,5.0,8,0.11,0.37,1.7,0.26,8.0,33,8,2.0,False,4,2,False,10,3,,,1,1,p118748,1.0,,118748.jpg,8.0,33,8,9,63.0,False,0.0,2,2,False,,1,1.0,0,14,2017-07-01,5,1,137889,130192,0.6,0.6
382,382,Wirtz,Florian Wirtz,Florian,Wirtz,MID,12,Liverpool,LIV,81,2,0,0,0,2,0,0,0,0,0,0,0,14,12.0,45.0,12.0,6.9,0.14,0.28,0.42,1.7,85,8.5,0,0,42982,514010,28.0,a,,,2003-05-03,True,True,0.0,1,494595,1.0,,0,0,9,8,9,10.0,,,0,3,3.2,3.7,2,0.31,0.47,1.89,0.16,2.0,186,98,2.22,False,30,19,False,136,49,,,11,6,p494595,,,494595.jpg,2.0,186,98,6,80.0,False,0.0,7,4,False,,1,1.11,2,14,2025-06-20,70,41,42982,514010,0.2,0.2
383,383,Luis Díaz,Luis Díaz Marulanda,Luis,Díaz Marulanda,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,8.0,0,0,0,4294,0.1,u,0.0,0.0,1997-01-13,False,True,0.0,0,244731,,,0,0,696,310,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,695,310,0.0,False,696,310,False,695,309,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,15,10,p244731,,,244731.jpg,0.0,695,310,0,48.0,False,0.0,523,187,False,,0,0.0,0,14,2022-01-30,696,310,0,4294,0.0,0.0
384,384,Gakpo,Cody Gakpo,Cody,Gakpo,MID,12,Liverpool,LIV,90,7,1,0,0,2,0,0,0,0,0,0,0,34,48.2,39.6,46.0,13.4,0.2,0.44,0.64,1.7,75,7.5,0,0,149621,74065,8.4,a,,,1999-05-07,True,True,0.0,1,243298,,,0,0,14,12,8,8.0,,,0,3,3.0,3.5,7,0.44,0.64,1.7,0.2,7.0,38,9,2.0,False,3,1,False,11,4,,,26,16,p243298,2.0,,243298.jpg,7.0,38,9,6,152.0,False,0.0,51,17,False,,1,1.0,1,14,2023-01-01,8,4,149621,74065,0.9,0.9
385,385,Chiesa,Federico Chiesa,Federico,Chiesa,MID,12,Liverpool,LIV,8,6,1,0,0,0,0,0,0,0,0,0,0,29,35.2,0.3,17.0,5.3,0.16,0.0,0.16,0.0,65,6.5,0,0,8221,2344,0.3,a,,,1997-10-25,True,True,0.0,0,223541,,,0,0,254,137,1,11.25,,,0,3,2.7,3.2,6,0.0,1.8,0.0,1.8,6.0,66,17,0.0,False,49,32,False,20,9,,,54,36,p223541,,,223541.jpg,6.0,66,17,0,106.0,False,0.0,291,92,False,,0,0.0,1,14,2024-08-29,59,35,8221,2344,0.9,0.9
386,386,Mac Allister,Alexis Mac Allister,Alexis,Mac Allister,MID,12,Liverpool,LIV,71,5,0,1,0,1,0,0,0,0,0,0,0,27,27.4,15.2,11.0,5.4,0.03,0.02,0.05,1.49,65,6.5,0,0,20155,19391,2.0,a,,,1998-12-24,True,True,0.0,1,243016,2.0,,0,0,68,47,6,7.61,5.0,,0,3,2.7,3.2,5,0.03,0.07,1.89,0.04,5.0,76,23,1.27,False,46,29,False,44,16,,,56,38,p243016,3.0,,243016.jpg,5.0,76,23,2,10.0,False,0.0,127,39,False,,1,1.27,3,14,2023-06-14,74,44,20155,19391,0.8,0.8
387,387,Szoboszlai,Dominik Szoboszlai,Dominik,Szoboszlai,MID,12,Liverpool,LIV,90,2,0,0,0,2,0,0,0,0,0,0,0,17,14.0,29.8,24.0,6.8,0.1,0.09,0.19,1.7,65,6.5,0,0,7526,32111,1.9,a,,,2000-10-25,True,True,0.0,2,424876,5.0,,0,0,21,17,11,11.0,2.0,,0,3,2.7,3.2,2,0.09,0.19,1.7,0.1,2.0,179,93,2.0,False,31,20,False,115,39,,,59,40,p424876,,,424876.jpg,2.0,179,93,5,98.0,False,0.0,136,42,False,,1,1.0,4,14,2023-07-02,34,17,7526,32111,0.3,0.3
388,388,C.Jones,Curtis Jones,Curtis,Jones,MID,12,Liverpool,LIV,18,1,0,0,0,1,0,0,0,0,0,0,0,4,3.2,10.9,0.0,1.4,0.0,0.04,0.04,0.21,55,5.5,0,0,426,2478,0.1,a,,,2001-01-30,True,True,0.0,0,206915,,,0,0,101,66,1,5.0,,,0,3,2.5,3.0,1,0.2,0.2,1.05,0.0,1.0,243,122,5.0,False,214,99,False,228,103,,,145,93,p206915,,,206915.jpg,1.0,243,122,1,241.0,False,0.0,486,164,False,,0,0.0,0,14,2018-04-06,627,267,426,2478,0.2,0.2
389,389,Elliott,Harvey Elliott,Harvey,Elliott,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,5.4,-1,-1,538,3644,0.1,a,,,2003-04-04,True,True,0.0,0,444884,,,1,1,626,269,0,0.0,,,0,3,2.5,3.0,0,0.0,0.0,0.0,0.0,0.0,629,269,0.0,False,631,268,False,621,264,,,215,137,p444884,,,444884.jpg,0.0,629,269,0,241.0,False,0.0,435,143,False,,0,0.0,0,14,2019-07-28,606,256,538,3644,0.0,0.0
390,390,Gravenberch,Ryan Gravenberch,Ryan,Gravenberch,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5.5,0,0,4078,2289,0.2,a,100.0,0.0,2002-05-16,True,True,0.0,0,441266,,,0,0,653,282,0,0.0,,,0,3,2.5,0.0,0,0.0,0.0,0.0,0.0,0.0,651,282,0.0,False,655,282,False,645,278,,2025-07-21T10:00:04.921035Z,172,108,p441266,,,441266.jpg,0.0,651,282,0,152.0,False,0.0,367,124,False,,0,0.0,0,14,2023-09-01,642,275,4078,2289,0.0,0.0
392,392,Endo,Endo Wataru,Endo,Wataru,MID,12,Liverpool,LIV,30,4,0,1,0,2,0,0,0,0,0,0,0,15,24.6,10.7,0.0,3.5,0.0,0.0,0.0,0.89,50,5.0,0,0,1618,1544,0.1,a,,,1993-02-09,True,True,0.0,1,158983,,,0,0,104,68,3,9.0,,,0,3,2.0,2.5,4,0.0,0.0,2.67,0.0,4.0,83,28,6.0,False,101,55,False,55,21,,,239,152,p158983,,,158983.jpg,4.0,83,28,0,108.0,False,0.0,460,153,False,,0,0.0,2,14,2023-08-18,518,201,1618,1544,0.8,0.8
393,393,Bajcetic,Stefan Bajčetić Maquieira,Stefan,Bajčetić Maquieira,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,306,803,0.0,a,,,2004-10-22,True,True,0.0,0,535928,,,0,0,486,182,0,0.0,,,0,3,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,497,184,0.0,False,497,180,False,480,171,,,509,273,p535928,,,535928.jpg,0.0,497,184,0,200.0,False,0.0,574,225,False,,0,0.0,0,14,2022-07-11,443,154,306,803,0.0,0.0
394,394,McConnell,James McConnell,James,McConnell,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,134,478,0.0,a,,,,True,True,0.0,0,491501,,,0,0,460,167,0,0.0,,,0,3,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,469,169,0.0,False,472,165,False,455,156,,,478,257,p491501,,,491501.jpg,0.0,469,169,0,,False,0.0,617,259,False,,0,0.0,0,14,,415,139,134,478,0.0,0.0
395,395,Morton,Tyler Morton,Tyler,Morton,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,0,148,0.0,u,0.0,0.0,2002-10-31,False,True,0.0,0,440148,,,0,0,432,150,0,0.0,,,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,445,153,0.0,False,448,149,False,431,140,Has joined Lyon permanently.,2025-08-11T01:13:11.403187Z,442,240,p440148,,,440148.jpg,0.0,445,153,0,241.0,False,0.0,686,303,False,,0,0.0,0,14,2021-07-22,386,123,0,148,0.0,0.0
396,396,Nyoni,Trey Nyoni,Trey,Nyoni,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,489,1579,0.1,a,,,2007-06-30,True,True,0.0,0,591386,,,0,0,524,206,0,0.0,,,0,3,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,534,208,0.0,False,535,204,False,518,195,,,550,299,p591386,,,591386.jpg,0.0,534,208,0,241.0,False,0.0,524,188,False,,0,0.0,0,14,2023-11-11,482,178,489,1579,0.0,0.0
397,397,Darwin,Darwin Núñez Ribeiro,Darwin,Núñez Ribeiro,FWD,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,6.5,0,0,0,10251,0.1,u,0.0,0.0,1999-06-24,False,True,0.0,0,447203,,,0,0,685,72,0,0.0,,,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,683,72,0.0,False,685,72,False,680,69,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,62,20,p447203,,,447203.jpg,0.0,683,72,0,230.0,False,0.0,458,65,False,,0,0.0,0,14,2022-06-14,685,72,0,10251,0.0,0.0
398,398,Danns,Jayden Danns,Jayden,Danns,FWD,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,871,2400,0.1,a,,,,True,True,0.0,0,500058,,,0,0,471,34,0,0.0,,,0,4,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,480,38,0.0,False,482,36,False,465,29,,,491,60,p500058,,,500058.jpg,0.0,480,38,0,,False,0.0,436,62,False,,0,0.0,0,14,,427,36,871,2400,0.0,0.0
661,661,Ekitiké,Hugo Ekitiké,Hugo,Ekitiké,FWD,12,Liverpool,LIV,71,11,1,1,0,1,0,0,0,0,0,0,2,37,52.8,24.4,37.0,11.4,1.14,0.02,1.16,1.49,86,8.6,1,1,577515,82609,21.7,a,,,2002-06-20,True,True,0.0,1,510663,,,-1,-1,35,1,1,1.27,,,0,4,3.2,3.7,11,0.03,1.48,1.89,1.45,11.0,8,4,1.27,False,10,4,False,6,4,,,9,5,p510663,,,510663.jpg,11.0,8,4,0,73.0,False,0.0,18,5,False,,1,1.27,0,14,2025-07-23,12,6,577515,82609,1.3,1.3
686,686,Ngumoha,Rio Ngumoha,Rio,Ngumoha,MID,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,4.5,0,0,6419,2141,0.1,a,,,2008-08-29,True,True,0.0,0,611922,,,0,0,534,214,0,0.0,,,0,3,1.5,2.0,0,0.0,0.0,0.0,0.0,0.0,543,215,0.0,False,545,212,False,528,203,,,562,307,p611922,,,611922.jpg,0.0,543,215,0,241.0,False,0.0,467,156,False,,0,0.0,0,14,2024-12-17,493,186,6419,2141,0.0,0.0
692,692,Leoni,Giovanni Leoni,Giovanni,Leoni,DEF,12,Liverpool,LIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,332,109,0.0,a,,,2006-12-21,True,True,0.0,0,647681,,,0,0,618,222,0,0.0,,,0,2,3.1,3.6,0,0.0,0.0,0.0,0.0,0.0,622,219,0.0,False,624,223,False,614,224,,,360,62,p647681,,,647681.jpg,0.0,622,219,0,106.0,False,0.0,672,227,False,,0,0.0,0,14,2025-08-15,599,213,332,109,0.0,0.0
182,182,Trafford,James Trafford,James,Trafford,GKP,13,Man City,MCI,90,7,0,0,1,0,0,0,0,0,0,3,0,31,28.8,0.0,0.0,2.9,0.0,0.0,0.0,0.56,50,5.0,0,0,52541,24043,2.6,a,,,2002-10-10,True,True,1.0,2,432720,,,0,0,581,76,0,0.0,,,0,1,3.6,3.6,7,0.0,0.0,0.56,0.0,7.0,36,7,0.0,False,123,6,False,39,5,,,296,15,p432720,,,432720.jpg,7.0,36,7,10,241.0,False,3.0,106,15,False,,1,1.0,0,43,2025-07-29,553,76,52541,24043,1.4,1.4
399,399,Ederson M.,Ederson Santana de Moraes,Ederson,Santana de Moraes,GKP,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,5.4,-1,-1,6535,70752,2.6,a,,,1993-08-17,True,True,0.0,0,121160,,,1,1,620,78,0,0.0,,,0,1,4.3,4.3,0,0.0,0.0,0.0,0.0,0.0,624,81,0.0,False,626,81,False,616,81,,,209,4,p121160,,,121160.jpg,0.0,624,81,0,30.0,False,0.0,107,16,False,,0,0.0,0,43,2017-07-01,601,78,6535,70752,0.0,0.0
400,400,Ortega Moreno,Stefan Ortega Moreno,Stefan,Ortega Moreno,GKP,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,393,4051,0.2,a,,,1992-11-06,True,True,0.0,0,88248,,,0,0,544,69,0,0.0,,,0,1,3.6,3.6,0,0.0,0.0,0.0,0.0,0.0,552,77,0.0,False,555,77,False,539,77,,,227,7,p88248,,,88248.jpg,0.0,552,77,0,80.0,False,0.0,338,50,False,,0,0.0,0,43,2022-07-01,508,68,393,4051,0.0,0.0
401,401,Bettinelli,Marcus Bettinelli,Marcus,Bettinelli,GKP,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4.0,0,0,704,1561,0.2,i,0.0,,1992-05-24,True,True,0.0,0,122074,,,0,0,285,15,0,0.0,,,0,1,0.0,1.5,0,0.0,0.0,0.0,0.0,0.0,299,32,0.0,False,307,33,False,289,33,Knock - Unknown return date,2025-08-22T12:00:07.134628Z,588,49,p122074,,,122074.jpg,0.0,299,32,0,241.0,False,0.0,388,58,False,,0,0.0,0,43,2025-06-10,220,14,704,1561,0.0,0.0
402,402,Aït-Nouri,Rayan Aït-Nouri,Rayan,Aït-Nouri,DEF,13,Man City,MCI,90,9,0,0,1,0,0,0,0,0,0,0,1,33,30.4,13.5,3.0,4.7,0.04,0.02,0.06,0.56,60,6.0,0,0,322391,92616,23.1,a,,,2001-06-06,True,True,1.0,9,448514,,,0,0,79,22,15,15.0,,,0,2,4.5,4.5,9,0.02,0.06,0.56,0.04,9.0,20,9,0.0,False,67,14,False,34,11,,,96,6,p448514,,,448514.jpg,9.0,20,9,3,3.0,False,0.0,14,3,False,,1,1.0,6,43,2025-06-09,148,39,322391,92616,1.5,1.5
403,403,Gvardiol,Joško Gvardiol,Joško,Gvardiol,DEF,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,5.9,-1,-1,1276,440103,6.1,i,0.0,0.0,2002-01-23,True,True,0.0,0,477424,,,1,1,670,231,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,668,228,0.0,False,671,231,False,662,231,Knock - Unknown return date,2025-08-15T14:00:07.606174Z,116,9,p477424,,,477424.jpg,0.0,668,228,0,97.0,False,0.0,65,23,False,,0,0.0,0,43,2023-08-05,665,229,1276,440103,0.0,0.0
404,404,Akanji,Manuel Akanji,Manuel,Akanji,DEF,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5.5,0,0,4312,17551,0.8,a,,,1995-07-19,True,True,0.0,0,211975,,,0,0,642,225,0,0.0,,,0,2,3.8,3.8,0,0.0,0.0,0.0,0.0,0.0,642,222,0.0,False,645,226,False,635,227,,,147,17,p211975,,,211975.jpg,0.0,642,222,0,207.0,False,0.0,203,75,False,,0,0.0,0,43,2022-09-01,629,218,4312,17551,0.0,0.0
405,405,Aké,Nathan Aké,Nathan,Aké,DEF,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5.5,0,0,2732,11471,0.7,a,,,1995-02-18,True,True,0.0,0,126184,,,0,0,632,224,0,0.0,,,0,2,3.8,3.8,0,0.0,0.0,0.0,0.0,0.0,633,221,0.0,False,635,225,False,625,226,,,126,13,p126184,,,126184.jpg,0.0,633,221,0,152.0,False,0.0,220,81,False,,0,0.0,0,43,2020-08-05,614,216,2732,11471,0.0,0.0
406,406,Khusanov,Abdukodir Khusanov,Abdukodir,Khusanov,DEF,13,Man City,MCI,8,1,0,0,0,0,0,0,0,0,0,0,0,7,3.6,0.0,0.0,0.4,0.0,0.0,0.0,0.08,55,5.5,0,0,1793,6966,0.4,a,,,2004-02-29,True,True,0.0,0,578153,,,0,0,665,230,1,11.25,,,0,2,3.8,3.8,1,0.0,0.0,0.9,0.0,1.0,255,85,0.0,False,271,91,False,223,89,,,206,30,p578153,,,578153.jpg,1.0,255,85,0,231.0,False,0.0,281,104,False,,0,0.0,1,43,2025-01-20,660,228,1793,6966,0.2,0.2
407,407,Matheus N.,Matheus Nunes,Matheus,Nunes,DEF,13,Man City,MCI,24,1,0,0,0,0,0,0,0,0,0,0,0,5,3.8,1.2,0.0,0.5,0.0,0.0,0.0,0.21,55,5.5,0,0,1722,9124,0.4,a,,,1998-08-27,True,True,0.0,3,465351,,,0,0,196,65,4,15.0,,,0,2,3.8,3.8,1,0.0,0.0,0.79,0.0,1.0,248,84,0.0,False,261,90,False,218,88,,,177,24,p465351,4.0,,465351.jpg,1.0,248,84,2,173.0,False,0.0,265,98,False,,0,0.0,1,43,2023-09-01,645,223,1722,9124,0.2,0.2
408,408,Rúben,Rúben dos Santos Gato Alves Dias,Rúben,dos Santos Gato Alves Dias,DEF,13,Man City,MCI,90,6,0,0,1,0,0,0,0,0,0,0,0,26,21.6,1.7,2.0,2.5,0.0,0.08,0.08,0.56,55,5.5,0,0,43530,23869,3.7,a,,,1997-05-14,True,True,1.0,4,171314,,,0,0,174,53,4,4.0,,,0,2,3.8,3.8,6,0.08,0.08,0.56,0.0,6.0,56,30,0.0,False,145,49,False,67,22,,,133,14,p171314,,,171314.jpg,6.0,56,30,4,173.0,False,0.0,86,33,False,,1,1.0,0,43,2020-09-29,176,52,43530,23869,1.1,1.1
409,409,Stones,John Stones,John,Stones,DEF,13,Man City,MCI,81,6,0,0,1,0,0,0,0,0,0,0,0,28,14.4,2.2,0.0,1.7,0.0,0.01,0.01,0.47,55,5.5,0,0,12060,5042,0.9,a,,,1994-05-28,True,True,1.11,2,97299,,,0,0,162,47,2,2.22,,,0,2,3.8,3.8,6,0.01,0.01,0.52,0.0,6.0,55,29,0.0,False,192,68,False,114,51,,,121,11,p97299,,,97299.jpg,6.0,55,29,4,241.0,False,0.0,191,73,False,,1,1.11,0,43,2016-08-09,611,215,12060,5042,1.1,1.1
410,410,Lewis,Rico Lewis,Rico,Lewis,DEF,13,Man City,MCI,65,11,0,1,1,0,0,0,0,0,0,0,2,41,29.2,13.1,8.0,5.0,0.0,0.59,0.59,0.35,50,5.0,0,0,196481,27037,3.4,a,,,2004-11-21,True,True,1.38,5,477064,,,0,0,82,23,6,8.31,,,1,2,3.1,3.1,11,0.82,0.82,0.48,0.0,11.0,7,3,0.0,False,56,12,True,38,13,,,318,55,p477064,,,477064.jpg,11.0,7,3,1,241.0,False,0.0,94,36,False,,1,1.38,1,43,2022-07-16,88,17,196481,27037,2.2,2.2
411,411,O’Reilly,Nico O'Reilly,Nico,O'Reilly,DEF,13,Man City,MCI,24,0,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,5.0,0.0,0.5,0.0,0.01,0.01,0.21,50,5.0,0,0,1101,3297,0.2,a,,,2005-03-21,True,True,0.0,0,472769,,,0,0,125,36,0,0.0,,,0,2,3.1,3.1,0,0.04,0.04,0.79,0.0,0.0,595,214,0.0,False,260,89,False,585,218,,,316,54,p472769,,,472769.jpg,0.0,595,214,0,241.0,False,0.0,422,164,False,,0,0.0,0,43,2022-12-16,567,208,1101,3297,0.0,0.0
412,412,Vitor Reis,Vitor de Oliveira Nunes dos Reis,Vitor,de Oliveira Nunes dos Reis,DEF,13,Man City,MCI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5.0,0,0,0,433,0.0,u,0.0,0.0,2006-01-12,False,True,0.0,0,616222,,,0,0,614,221,0,0.0,,,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,618,218,0.0,False,620,222,False,610,223,Has joined Girona on loan for the rest of the season.,2025-08-11T01:23:23.836966Z,356,61,p616222,,,616222.jpg,0.0,618,218,0,30.0,False,0.0,670,225,False,,0,0.0,0,43,2025-01-21,595,212,0,433,0.0,0.0
413,413,Marmoush,Omar Marmoush,Omar,Marmoush,MID,13,Man City,MCI,24,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.8,6.0,0.7,0.12,0.0,0.12,0.21,84,8.4,-1,-1,23478,271929,8.8,a,,,1999-02-07,True,True,0.0,0,438234,2.0,,1,1,220,124,1,3.75,1.0,,0,3,3.2,3.2,1,0.0,0.45,0.79,0.45,1.0,280,144,0.0,False,248,117,False,696,310,,,12,7,p438234,2.0,,438234.jpg,1.0,280,144,1,63.0,False,0.0,48,15,False,,0,0.0,0,43,2025-01-23,119,68,23478,271929,0.1,0.1
